ID,METER,FP1P,FP2P,FP3P,FP4P,SP1P,SP2P,SP3P,SP4P,FP1S,FP2S,FP3S,FP4S,SP1S,SP2S,SP3S,SP4S
17556,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilon,,mafaa'ilon,mafaa'ilon,mafaa'ilon,,LSSL,LLSL,SLSL,,SLSL,SLSL,SLSL,
17557,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilon,,mafaa'ilon,mafaa'ilon,mostaf'ilon,,LSSL,LLSL,SLSL,,SLSL,SLSL,LLSL,
17560,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilon,,mafaa'ilon,mostaf'ilon,mofta'ilon,,LSSL,LLSL,SLSL,,SLSL,LLSL,LSSL,
17561,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mafaa'ilon,mostaf'ilon,maf'oolon,,LSSL,LLSL,SLS,,SLSL,LLSL,LLL,
17562,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mafaa'ilon,mostaf'ilon,fa'oolon,,LSSL,LLSL,SLS,,SLSL,LLSL,SLL,
17568,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mostaf'ilon,fa'ilaton,maf'oolon,,LSSL,LLSL,SLS,,LLSL,SSSL,LLL,
17569,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mostaf'ilon,fa'ilaton,fa'oolon,,LSSL,LLSL,SLS,,LLSL,SSSL,SLL,
17575,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mostaf'ilon,mofta'ilon,maf'oolon,,LSSL,LLSL,SLS,,LLSL,LSSL,LLL,
17576,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mostaf'ilon,mofta'ilon,fa'oolon,,LSSL,LLSL,SLS,,LLSL,LSSL,SLL,
17582,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mostaf'ilon,mafaa'ilon,maf'oolon,,LSSL,LLSL,SLS,,LLSL,SLSL,LLL,
17583,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mostaf'ilon,mafaa'ilon,fa'oolon,,LSSL,LLSL,SLS,,LLSL,SLSL,SLL,
17589,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mostaf'ilon,mostaf'ilon,maf'oolon,,LSSL,LLSL,SLS,,LLSL,LLSL,LLL,
17590,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mostaf'ilon,mostaf'ilon,fa'oolon,,LSSL,LLSL,SLS,,LLSL,LLSL,SLL,
17596,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,fa'ilaton,fa'ilaton,maf'oolon,,LSSL,LLSL,SLS,,SSSL,SSSL,LLL,
17597,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,fa'ilaton,fa'ilaton,fa'oolon,,LSSL,LLSL,SLS,,SSSL,SSSL,SLL,
17603,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,fa'ilaton,mofta'ilon,maf'oolon,,LSSL,LLSL,SLS,,SSSL,LSSL,LLL,
17604,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,fa'ilaton,mofta'ilon,fa'oolon,,LSSL,LLSL,SLS,,SSSL,LSSL,SLL,
17610,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,fa'ilaton,mafaa'ilon,maf'oolon,,LSSL,LLSL,SLS,,SSSL,SLSL,LLL,
17611,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,fa'ilaton,mafaa'ilon,fa'oolon,,LSSL,LLSL,SLS,,SSSL,SLSL,SLL,
17617,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,fa'ilaton,mostaf'ilon,maf'oolon,,LSSL,LLSL,SLS,,SSSL,LLSL,LLL,
17618,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,fa'ilaton,mostaf'ilon,fa'oolon,,LSSL,LLSL,SLS,,SSSL,LLSL,SLL,
17624,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mofta'ilon,fa'ilaton,maf'oolon,,LSSL,LLSL,SLS,,LSSL,SSSL,LLL,
17625,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mofta'ilon,fa'ilaton,fa'oolon,,LSSL,LLSL,SLS,,LSSL,SSSL,SLL,
17631,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mofta'ilon,mofta'ilon,maf'oolon,,LSSL,LLSL,SLS,,LSSL,LSSL,LLL,
17632,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mofta'ilon,mofta'ilon,fa'oolon,,LSSL,LLSL,SLS,,LSSL,LSSL,SLL,
17638,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mofta'ilon,mafaa'ilon,maf'oolon,,LSSL,LLSL,SLS,,LSSL,SLSL,LLL,
17639,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mofta'ilon,mafaa'ilon,fa'oolon,,LSSL,LLSL,SLS,,LSSL,SLSL,SLL,
17645,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mofta'ilon,mostaf'ilon,maf'oolon,,LSSL,LLSL,SLS,,LSSL,LLSL,LLL,
17646,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mofta'ilon,mostaf'ilon,fa'oolon,,LSSL,LLSL,SLS,,LSSL,LLSL,SLL,
17652,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mafaa'ilon,fa'ilaton,maf'oolon,,LSSL,LLSL,SLS,,SLSL,SSSL,LLL,
17653,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mafaa'ilon,fa'ilaton,fa'oolon,,LSSL,LLSL,SLS,,SLSL,SSSL,SLL,
17659,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mafaa'ilon,mofta'ilon,maf'oolon,,LSSL,LLSL,SLS,,SLSL,LSSL,LLL,
17660,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mafaa'ilon,mofta'ilon,fa'oolon,,LSSL,LLSL,SLS,,SLSL,LSSL,SLL,
17666,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mafaa'ilon,mafaa'ilon,maf'oolon,,LSSL,LLSL,SLS,,SLSL,SLSL,LLL,
17667,rajaz_complete,mofta'ilon,mostaf'ilon,fa'oolo,,mafaa'ilon,mafaa'ilon,fa'oolon,,LSSL,LLSL,SLS,,SLSL,SLSL,SLL,
17675,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mafaa'ilon,mostaf'ilon,mafaa'ilon,,LSSL,LLSL,LLSL,,SLSL,LLSL,SLSL,
17676,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mafaa'ilon,mostaf'ilon,mostaf'ilon,,LSSL,LLSL,LLSL,,SLSL,LLSL,LLSL,
17679,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mostaf'ilon,fa'ilaton,mofta'ilon,,LSSL,LLSL,LLSL,,LLSL,SSSL,LSSL,
17682,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mostaf'ilon,fa'ilaton,mafaa'ilon,,LSSL,LLSL,LLSL,,LLSL,SSSL,SLSL,
17683,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mostaf'ilon,fa'ilaton,mostaf'ilon,,LSSL,LLSL,LLSL,,LLSL,SSSL,LLSL,
17686,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mostaf'ilon,mofta'ilon,mofta'ilon,,LSSL,LLSL,LLSL,,LLSL,LSSL,LSSL,
17689,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mostaf'ilon,mofta'ilon,mafaa'ilon,,LSSL,LLSL,LLSL,,LLSL,LSSL,SLSL,
17690,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mostaf'ilon,mofta'ilon,mostaf'ilon,,LSSL,LLSL,LLSL,,LLSL,LSSL,LLSL,
17693,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mostaf'ilon,mafaa'ilon,mofta'ilon,,LSSL,LLSL,LLSL,,LLSL,SLSL,LSSL,
17696,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mostaf'ilon,mafaa'ilon,mafaa'ilon,,LSSL,LLSL,LLSL,,LLSL,SLSL,SLSL,
17697,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mostaf'ilon,mafaa'ilon,mostaf'ilon,,LSSL,LLSL,LLSL,,LLSL,SLSL,LLSL,
17700,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mostaf'ilon,mostaf'ilon,mofta'ilon,,LSSL,LLSL,LLSL,,LLSL,LLSL,LSSL,
17703,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mostaf'ilon,mostaf'ilon,mafaa'ilon,,LSSL,LLSL,LLSL,,LLSL,LLSL,SLSL,
17704,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mostaf'ilon,mostaf'ilon,mostaf'ilon,,LSSL,LLSL,LLSL,,LLSL,LLSL,LLSL,
17707,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,fa'ilaton,fa'ilaton,mofta'ilon,,LSSL,LLSL,LLSL,,SSSL,SSSL,LSSL,
17710,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,fa'ilaton,fa'ilaton,mafaa'ilon,,LSSL,LLSL,LLSL,,SSSL,SSSL,SLSL,
17711,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,fa'ilaton,fa'ilaton,mostaf'ilon,,LSSL,LLSL,LLSL,,SSSL,SSSL,LLSL,
17714,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,fa'ilaton,mofta'ilon,mofta'ilon,,LSSL,LLSL,LLSL,,SSSL,LSSL,LSSL,
17717,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,fa'ilaton,mofta'ilon,mafaa'ilon,,LSSL,LLSL,LLSL,,SSSL,LSSL,SLSL,
17718,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,fa'ilaton,mofta'ilon,mostaf'ilon,,LSSL,LLSL,LLSL,,SSSL,LSSL,LLSL,
17721,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,fa'ilaton,mafaa'ilon,mofta'ilon,,LSSL,LLSL,LLSL,,SSSL,SLSL,LSSL,
17724,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,fa'ilaton,mafaa'ilon,mafaa'ilon,,LSSL,LLSL,LLSL,,SSSL,SLSL,SLSL,
17725,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,fa'ilaton,mafaa'ilon,mostaf'ilon,,LSSL,LLSL,LLSL,,SSSL,SLSL,LLSL,
17728,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,fa'ilaton,mostaf'ilon,mofta'ilon,,LSSL,LLSL,LLSL,,SSSL,LLSL,LSSL,
17731,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,fa'ilaton,mostaf'ilon,mafaa'ilon,,LSSL,LLSL,LLSL,,SSSL,LLSL,SLSL,
17732,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,fa'ilaton,mostaf'ilon,mostaf'ilon,,LSSL,LLSL,LLSL,,SSSL,LLSL,LLSL,
17735,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mofta'ilon,fa'ilaton,mofta'ilon,,LSSL,LLSL,LLSL,,LSSL,SSSL,LSSL,
17738,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mofta'ilon,fa'ilaton,mafaa'ilon,,LSSL,LLSL,LLSL,,LSSL,SSSL,SLSL,
17739,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mofta'ilon,fa'ilaton,mostaf'ilon,,LSSL,LLSL,LLSL,,LSSL,SSSL,LLSL,
17742,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mofta'ilon,mofta'ilon,mofta'ilon,,LSSL,LLSL,LLSL,,LSSL,LSSL,LSSL,
17745,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mofta'ilon,mofta'ilon,mafaa'ilon,,LSSL,LLSL,LLSL,,LSSL,LSSL,SLSL,
17746,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mofta'ilon,mofta'ilon,mostaf'ilon,,LSSL,LLSL,LLSL,,LSSL,LSSL,LLSL,
17749,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mofta'ilon,mafaa'ilon,mofta'ilon,,LSSL,LLSL,LLSL,,LSSL,SLSL,LSSL,
17752,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mofta'ilon,mafaa'ilon,mafaa'ilon,,LSSL,LLSL,LLSL,,LSSL,SLSL,SLSL,
17753,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mofta'ilon,mafaa'ilon,mostaf'ilon,,LSSL,LLSL,LLSL,,LSSL,SLSL,LLSL,
17756,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mofta'ilon,mostaf'ilon,mofta'ilon,,LSSL,LLSL,LLSL,,LSSL,LLSL,LSSL,
17759,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mofta'ilon,mostaf'ilon,mafaa'ilon,,LSSL,LLSL,LLSL,,LSSL,LLSL,SLSL,
17760,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mofta'ilon,mostaf'ilon,mostaf'ilon,,LSSL,LLSL,LLSL,,LSSL,LLSL,LLSL,
17763,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mafaa'ilon,fa'ilaton,mofta'ilon,,LSSL,LLSL,LLSL,,SLSL,SSSL,LSSL,
17766,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mafaa'ilon,fa'ilaton,mafaa'ilon,,LSSL,LLSL,LLSL,,SLSL,SSSL,SLSL,
17767,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mafaa'ilon,fa'ilaton,mostaf'ilon,,LSSL,LLSL,LLSL,,SLSL,SSSL,LLSL,
17770,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mafaa'ilon,mofta'ilon,mofta'ilon,,LSSL,LLSL,LLSL,,SLSL,LSSL,LSSL,
17773,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mafaa'ilon,mofta'ilon,mafaa'ilon,,LSSL,LLSL,LLSL,,SLSL,LSSL,SLSL,
17774,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mafaa'ilon,mofta'ilon,mostaf'ilon,,LSSL,LLSL,LLSL,,SLSL,LSSL,LLSL,
17777,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mafaa'ilon,mafaa'ilon,mofta'ilon,,LSSL,LLSL,LLSL,,SLSL,SLSL,LSSL,
17780,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mafaa'ilon,mafaa'ilon,mafaa'ilon,,LSSL,LLSL,LLSL,,SLSL,SLSL,SLSL,
17781,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mafaa'ilon,mafaa'ilon,mostaf'ilon,,LSSL,LLSL,LLSL,,SLSL,SLSL,LLSL,
17784,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilon,,mafaa'ilon,mostaf'ilon,mofta'ilon,,LSSL,LLSL,LLSL,,SLSL,LLSL,LSSL,
17787,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mafaa'ilon,mostaf'ilon,mafaa'ilon,,LSSL,LLSL,SLSS,,SLSL,LLSL,SLSL,
17788,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mafaa'ilon,mostaf'ilon,mostaf'ilon,,LSSL,LLSL,SLSS,,SLSL,LLSL,LLSL,
17791,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mostaf'ilon,fa'ilaton,mofta'ilon,,LSSL,LLSL,SLSS,,LLSL,SSSL,LSSL,
17794,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mostaf'ilon,fa'ilaton,mafaa'ilon,,LSSL,LLSL,SLSS,,LLSL,SSSL,SLSL,
17795,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mostaf'ilon,fa'ilaton,mostaf'ilon,,LSSL,LLSL,SLSS,,LLSL,SSSL,LLSL,
17798,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mostaf'ilon,mofta'ilon,mofta'ilon,,LSSL,LLSL,SLSS,,LLSL,LSSL,LSSL,
17801,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mostaf'ilon,mofta'ilon,mafaa'ilon,,LSSL,LLSL,SLSS,,LLSL,LSSL,SLSL,
17802,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mostaf'ilon,mofta'ilon,mostaf'ilon,,LSSL,LLSL,SLSS,,LLSL,LSSL,LLSL,
17805,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mostaf'ilon,mafaa'ilon,mofta'ilon,,LSSL,LLSL,SLSS,,LLSL,SLSL,LSSL,
17808,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mostaf'ilon,mafaa'ilon,mafaa'ilon,,LSSL,LLSL,SLSS,,LLSL,SLSL,SLSL,
17809,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mostaf'ilon,mafaa'ilon,mostaf'ilon,,LSSL,LLSL,SLSS,,LLSL,SLSL,LLSL,
17812,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mostaf'ilon,mostaf'ilon,mofta'ilon,,LSSL,LLSL,SLSS,,LLSL,LLSL,LSSL,
17815,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mostaf'ilon,mostaf'ilon,mafaa'ilon,,LSSL,LLSL,SLSS,,LLSL,LLSL,SLSL,
17816,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mostaf'ilon,mostaf'ilon,mostaf'ilon,,LSSL,LLSL,SLSS,,LLSL,LLSL,LLSL,
17819,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,fa'ilaton,fa'ilaton,mofta'ilon,,LSSL,LLSL,SLSS,,SSSL,SSSL,LSSL,
17822,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,fa'ilaton,fa'ilaton,mafaa'ilon,,LSSL,LLSL,SLSS,,SSSL,SSSL,SLSL,
17823,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,fa'ilaton,fa'ilaton,mostaf'ilon,,LSSL,LLSL,SLSS,,SSSL,SSSL,LLSL,
17826,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,fa'ilaton,mofta'ilon,mofta'ilon,,LSSL,LLSL,SLSS,,SSSL,LSSL,LSSL,
17829,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,fa'ilaton,mofta'ilon,mafaa'ilon,,LSSL,LLSL,SLSS,,SSSL,LSSL,SLSL,
17830,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,fa'ilaton,mofta'ilon,mostaf'ilon,,LSSL,LLSL,SLSS,,SSSL,LSSL,LLSL,
17833,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,fa'ilaton,mafaa'ilon,mofta'ilon,,LSSL,LLSL,SLSS,,SSSL,SLSL,LSSL,
17836,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,fa'ilaton,mafaa'ilon,mafaa'ilon,,LSSL,LLSL,SLSS,,SSSL,SLSL,SLSL,
17837,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,fa'ilaton,mafaa'ilon,mostaf'ilon,,LSSL,LLSL,SLSS,,SSSL,SLSL,LLSL,
17840,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,fa'ilaton,mostaf'ilon,mofta'ilon,,LSSL,LLSL,SLSS,,SSSL,LLSL,LSSL,
17843,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,fa'ilaton,mostaf'ilon,mafaa'ilon,,LSSL,LLSL,SLSS,,SSSL,LLSL,SLSL,
17844,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,fa'ilaton,mostaf'ilon,mostaf'ilon,,LSSL,LLSL,SLSS,,SSSL,LLSL,LLSL,
17847,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mofta'ilon,fa'ilaton,mofta'ilon,,LSSL,LLSL,SLSS,,LSSL,SSSL,LSSL,
17850,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mofta'ilon,fa'ilaton,mafaa'ilon,,LSSL,LLSL,SLSS,,LSSL,SSSL,SLSL,
17851,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mofta'ilon,fa'ilaton,mostaf'ilon,,LSSL,LLSL,SLSS,,LSSL,SSSL,LLSL,
17854,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mofta'ilon,mofta'ilon,mofta'ilon,,LSSL,LLSL,SLSS,,LSSL,LSSL,LSSL,
17857,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mofta'ilon,mofta'ilon,mafaa'ilon,,LSSL,LLSL,SLSS,,LSSL,LSSL,SLSL,
17858,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mofta'ilon,mofta'ilon,mostaf'ilon,,LSSL,LLSL,SLSS,,LSSL,LSSL,LLSL,
17861,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mofta'ilon,mafaa'ilon,mofta'ilon,,LSSL,LLSL,SLSS,,LSSL,SLSL,LSSL,
17864,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mofta'ilon,mafaa'ilon,mafaa'ilon,,LSSL,LLSL,SLSS,,LSSL,SLSL,SLSL,
17865,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mofta'ilon,mafaa'ilon,mostaf'ilon,,LSSL,LLSL,SLSS,,LSSL,SLSL,LLSL,
17868,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mofta'ilon,mostaf'ilon,mofta'ilon,,LSSL,LLSL,SLSS,,LSSL,LLSL,LSSL,
17871,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mofta'ilon,mostaf'ilon,mafaa'ilon,,LSSL,LLSL,SLSS,,LSSL,LLSL,SLSL,
17872,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mofta'ilon,mostaf'ilon,mostaf'ilon,,LSSL,LLSL,SLSS,,LSSL,LLSL,LLSL,
17875,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mafaa'ilon,fa'ilaton,mofta'ilon,,LSSL,LLSL,SLSS,,SLSL,SSSL,LSSL,
17878,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mafaa'ilon,fa'ilaton,mafaa'ilon,,LSSL,LLSL,SLSS,,SLSL,SSSL,SLSL,
17879,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mafaa'ilon,fa'ilaton,mostaf'ilon,,LSSL,LLSL,SLSS,,SLSL,SSSL,LLSL,
17882,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mafaa'ilon,mofta'ilon,mofta'ilon,,LSSL,LLSL,SLSS,,SLSL,LSSL,LSSL,
17885,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mafaa'ilon,mofta'ilon,mafaa'ilon,,LSSL,LLSL,SLSS,,SLSL,LSSL,SLSL,
17886,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mafaa'ilon,mofta'ilon,mostaf'ilon,,LSSL,LLSL,SLSS,,SLSL,LSSL,LLSL,
17889,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mafaa'ilon,mafaa'ilon,mofta'ilon,,LSSL,LLSL,SLSS,,SLSL,SLSL,LSSL,
17892,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mafaa'ilon,mafaa'ilon,mafaa'ilon,,LSSL,LLSL,SLSS,,SLSL,SLSL,SLSL,
17893,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mafaa'ilon,mafaa'ilon,mostaf'ilon,,LSSL,LLSL,SLSS,,SLSL,SLSL,LLSL,
17896,rajaz_complete,mofta'ilon,mostaf'ilon,mafaa'ilo,,mafaa'ilon,mostaf'ilon,mofta'ilon,,LSSL,LLSL,SLSS,,SLSL,LLSL,LSSL,
17899,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilo,,mafaa'ilon,mostaf'ilon,mafaa'ilon,,LSSL,LLSL,LLSS,,SLSL,LLSL,SLSL,
17900,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilo,,mafaa'ilon,mostaf'ilon,mostaf'ilon,,LSSL,LLSL,LLSS,,SLSL,LLSL,LLSL,
17903,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilo,,mostaf'ilon,fa'ilaton,mofta'ilon,,LSSL,LLSL,LLSS,,LLSL,SSSL,LSSL,
17906,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilo,,mostaf'ilon,fa'ilaton,mafaa'ilon,,LSSL,LLSL,LLSS,,LLSL,SSSL,SLSL,
17907,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilo,,mostaf'ilon,fa'ilaton,mostaf'ilon,,LSSL,LLSL,LLSS,,LLSL,SSSL,LLSL,
17910,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilo,,mostaf'ilon,mofta'ilon,mofta'ilon,,LSSL,LLSL,LLSS,,LLSL,LSSL,LSSL,
17913,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilo,,mostaf'ilon,mofta'ilon,mafaa'ilon,,LSSL,LLSL,LLSS,,LLSL,LSSL,SLSL,
17914,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilo,,mostaf'ilon,mofta'ilon,mostaf'ilon,,LSSL,LLSL,LLSS,,LLSL,LSSL,LLSL,
17917,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilo,,mostaf'ilon,mafaa'ilon,mofta'ilon,,LSSL,LLSL,LLSS,,LLSL,SLSL,LSSL,
17920,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilo,,mostaf'ilon,mafaa'ilon,mafaa'ilon,,LSSL,LLSL,LLSS,,LLSL,SLSL,SLSL,
17921,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilo,,mostaf'ilon,mafaa'ilon,mostaf'ilon,,LSSL,LLSL,LLSS,,LLSL,SLSL,LLSL,
17924,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilo,,mostaf'ilon,mostaf'ilon,mofta'ilon,,LSSL,LLSL,LLSS,,LLSL,LLSL,LSSL,
17927,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilo,,mostaf'ilon,mostaf'ilon,mafaa'ilon,,LSSL,LLSL,LLSS,,LLSL,LLSL,SLSL,
17928,rajaz_complete,mofta'ilon,mostaf'ilon,mostaf'ilo,,mostaf'ilon,mostaf'ilon,mostaf'ilon,,LSSL,LLSL,LLSS,,LLSL,LLSL,LLSL,
