ID,METER,FP1P,FP2P,FP3P,FP4P,SP1P,SP2P,SP3P,SP4P,FP1S,FP2S,FP3S,FP4S,SP1S,SP2S,SP3S,SP4S
7440,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolaan,,mafaa'ilon,mafaa'ilon,fa'oolaan,,SSSL,SLSL,LLLA,,SLSL,SLSL,SLLA,
7446,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolaan,,mafaa'ilon,mostaf'ilon,maf'oolaan,,SSSL,SLSL,LLLA,,SLSL,LLSL,LLLA,
7447,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolaan,,mafaa'ilon,mostaf'ilon,fa'oolaan,,SSSL,SLSL,LLLA,,SLSL,LLSL,SLLA,
7453,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mostaf'ilon,fa'ilaton,maf'oolaan,,SSSL,SLSL,SLLA,,LLSL,SSSL,LLLA,
7454,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mostaf'ilon,fa'ilaton,fa'oolaan,,SSSL,SLSL,SLLA,,LLSL,SSSL,SLLA,
7460,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mostaf'ilon,mofta'ilon,maf'oolaan,,SSSL,SLSL,SLLA,,LLSL,LSSL,LLLA,
7461,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mostaf'ilon,mofta'ilon,fa'oolaan,,SSSL,SLSL,SLLA,,LLSL,LSSL,SLLA,
7467,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mostaf'ilon,mafaa'ilon,maf'oolaan,,SSSL,SLSL,SLLA,,LLSL,SLSL,LLLA,
7468,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mostaf'ilon,mafaa'ilon,fa'oolaan,,SSSL,SLSL,SLLA,,LLSL,SLSL,SLLA,
7474,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mostaf'ilon,mostaf'ilon,maf'oolaan,,SSSL,SLSL,SLLA,,LLSL,LLSL,LLLA,
7475,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mostaf'ilon,mostaf'ilon,fa'oolaan,,SSSL,SLSL,SLLA,,LLSL,LLSL,SLLA,
7481,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,fa'ilaton,fa'ilaton,maf'oolaan,,SSSL,SLSL,SLLA,,SSSL,SSSL,LLLA,
7482,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,fa'ilaton,fa'ilaton,fa'oolaan,,SSSL,SLSL,SLLA,,SSSL,SSSL,SLLA,
7488,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,fa'ilaton,mofta'ilon,maf'oolaan,,SSSL,SLSL,SLLA,,SSSL,LSSL,LLLA,
7489,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,fa'ilaton,mofta'ilon,fa'oolaan,,SSSL,SLSL,SLLA,,SSSL,LSSL,SLLA,
7495,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,fa'ilaton,mafaa'ilon,maf'oolaan,,SSSL,SLSL,SLLA,,SSSL,SLSL,LLLA,
7496,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,fa'ilaton,mafaa'ilon,fa'oolaan,,SSSL,SLSL,SLLA,,SSSL,SLSL,SLLA,
7502,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,fa'ilaton,mostaf'ilon,maf'oolaan,,SSSL,SLSL,SLLA,,SSSL,LLSL,LLLA,
7503,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,fa'ilaton,mostaf'ilon,fa'oolaan,,SSSL,SLSL,SLLA,,SSSL,LLSL,SLLA,
7509,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mofta'ilon,fa'ilaton,maf'oolaan,,SSSL,SLSL,SLLA,,LSSL,SSSL,LLLA,
7510,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mofta'ilon,fa'ilaton,fa'oolaan,,SSSL,SLSL,SLLA,,LSSL,SSSL,SLLA,
7516,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mofta'ilon,mofta'ilon,maf'oolaan,,SSSL,SLSL,SLLA,,LSSL,LSSL,LLLA,
7517,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mofta'ilon,mofta'ilon,fa'oolaan,,SSSL,SLSL,SLLA,,LSSL,LSSL,SLLA,
7523,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mofta'ilon,mafaa'ilon,maf'oolaan,,SSSL,SLSL,SLLA,,LSSL,SLSL,LLLA,
7524,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mofta'ilon,mafaa'ilon,fa'oolaan,,SSSL,SLSL,SLLA,,LSSL,SLSL,SLLA,
7530,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mofta'ilon,mostaf'ilon,maf'oolaan,,SSSL,SLSL,SLLA,,LSSL,LLSL,LLLA,
7531,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mofta'ilon,mostaf'ilon,fa'oolaan,,SSSL,SLSL,SLLA,,LSSL,LLSL,SLLA,
7537,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mafaa'ilon,fa'ilaton,maf'oolaan,,SSSL,SLSL,SLLA,,SLSL,SSSL,LLLA,
7538,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mafaa'ilon,fa'ilaton,fa'oolaan,,SSSL,SLSL,SLLA,,SLSL,SSSL,SLLA,
7544,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mafaa'ilon,mofta'ilon,maf'oolaan,,SSSL,SLSL,SLLA,,SLSL,LSSL,LLLA,
7545,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mafaa'ilon,mofta'ilon,fa'oolaan,,SSSL,SLSL,SLLA,,SLSL,LSSL,SLLA,
7551,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mafaa'ilon,mafaa'ilon,maf'oolaan,,SSSL,SLSL,SLLA,,SLSL,SLSL,LLLA,
7552,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mafaa'ilon,mafaa'ilon,fa'oolaan,,SSSL,SLSL,SLLA,,SLSL,SLSL,SLLA,
7558,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mafaa'ilon,mostaf'ilon,maf'oolaan,,SSSL,SLSL,SLLA,,SLSL,LLSL,LLLA,
7559,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolaan,,mafaa'ilon,mostaf'ilon,fa'oolaan,,SSSL,SLSL,SLLA,,SLSL,LLSL,SLLA,
7563,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mafaa'ilon,mostaf'ilon,mafaa'ilon,,SSSL,SLSL,LSSL,,SLSL,LLSL,SLSL,
7564,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mafaa'ilon,mostaf'ilon,mostaf'ilon,,SSSL,SLSL,LSSL,,SLSL,LLSL,LLSL,
7567,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mostaf'ilon,fa'ilaton,mofta'ilon,,SSSL,SLSL,LSSL,,LLSL,SSSL,LSSL,
7570,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mostaf'ilon,fa'ilaton,mafaa'ilon,,SSSL,SLSL,LSSL,,LLSL,SSSL,SLSL,
7571,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mostaf'ilon,fa'ilaton,mostaf'ilon,,SSSL,SLSL,LSSL,,LLSL,SSSL,LLSL,
7574,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mostaf'ilon,mofta'ilon,mofta'ilon,,SSSL,SLSL,LSSL,,LLSL,LSSL,LSSL,
7577,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mostaf'ilon,mofta'ilon,mafaa'ilon,,SSSL,SLSL,LSSL,,LLSL,LSSL,SLSL,
7578,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mostaf'ilon,mofta'ilon,mostaf'ilon,,SSSL,SLSL,LSSL,,LLSL,LSSL,LLSL,
7581,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mostaf'ilon,mafaa'ilon,mofta'ilon,,SSSL,SLSL,LSSL,,LLSL,SLSL,LSSL,
7584,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mostaf'ilon,mafaa'ilon,mafaa'ilon,,SSSL,SLSL,LSSL,,LLSL,SLSL,SLSL,
7585,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mostaf'ilon,mafaa'ilon,mostaf'ilon,,SSSL,SLSL,LSSL,,LLSL,SLSL,LLSL,
7588,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mostaf'ilon,mostaf'ilon,mofta'ilon,,SSSL,SLSL,LSSL,,LLSL,LLSL,LSSL,
7591,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mostaf'ilon,mostaf'ilon,mafaa'ilon,,SSSL,SLSL,LSSL,,LLSL,LLSL,SLSL,
7592,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mostaf'ilon,mostaf'ilon,mostaf'ilon,,SSSL,SLSL,LSSL,,LLSL,LLSL,LLSL,
7595,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,fa'ilaton,fa'ilaton,mofta'ilon,,SSSL,SLSL,LSSL,,SSSL,SSSL,LSSL,
7598,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,fa'ilaton,fa'ilaton,mafaa'ilon,,SSSL,SLSL,LSSL,,SSSL,SSSL,SLSL,
7599,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,fa'ilaton,fa'ilaton,mostaf'ilon,,SSSL,SLSL,LSSL,,SSSL,SSSL,LLSL,
7602,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,fa'ilaton,mofta'ilon,mofta'ilon,,SSSL,SLSL,LSSL,,SSSL,LSSL,LSSL,
7605,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,fa'ilaton,mofta'ilon,mafaa'ilon,,SSSL,SLSL,LSSL,,SSSL,LSSL,SLSL,
7606,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,fa'ilaton,mofta'ilon,mostaf'ilon,,SSSL,SLSL,LSSL,,SSSL,LSSL,LLSL,
7609,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,fa'ilaton,mafaa'ilon,mofta'ilon,,SSSL,SLSL,LSSL,,SSSL,SLSL,LSSL,
7612,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,fa'ilaton,mafaa'ilon,mafaa'ilon,,SSSL,SLSL,LSSL,,SSSL,SLSL,SLSL,
7613,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,fa'ilaton,mafaa'ilon,mostaf'ilon,,SSSL,SLSL,LSSL,,SSSL,SLSL,LLSL,
7616,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,fa'ilaton,mostaf'ilon,mofta'ilon,,SSSL,SLSL,LSSL,,SSSL,LLSL,LSSL,
7619,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,fa'ilaton,mostaf'ilon,mafaa'ilon,,SSSL,SLSL,LSSL,,SSSL,LLSL,SLSL,
7620,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,fa'ilaton,mostaf'ilon,mostaf'ilon,,SSSL,SLSL,LSSL,,SSSL,LLSL,LLSL,
7623,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mofta'ilon,fa'ilaton,mofta'ilon,,SSSL,SLSL,LSSL,,LSSL,SSSL,LSSL,
7626,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mofta'ilon,fa'ilaton,mafaa'ilon,,SSSL,SLSL,LSSL,,LSSL,SSSL,SLSL,
7627,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mofta'ilon,fa'ilaton,mostaf'ilon,,SSSL,SLSL,LSSL,,LSSL,SSSL,LLSL,
7630,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mofta'ilon,mofta'ilon,mofta'ilon,,SSSL,SLSL,LSSL,,LSSL,LSSL,LSSL,
7633,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mofta'ilon,mofta'ilon,mafaa'ilon,,SSSL,SLSL,LSSL,,LSSL,LSSL,SLSL,
7634,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mofta'ilon,mofta'ilon,mostaf'ilon,,SSSL,SLSL,LSSL,,LSSL,LSSL,LLSL,
7637,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mofta'ilon,mafaa'ilon,mofta'ilon,,SSSL,SLSL,LSSL,,LSSL,SLSL,LSSL,
7640,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mofta'ilon,mafaa'ilon,mafaa'ilon,,SSSL,SLSL,LSSL,,LSSL,SLSL,SLSL,
7641,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mofta'ilon,mafaa'ilon,mostaf'ilon,,SSSL,SLSL,LSSL,,LSSL,SLSL,LLSL,
7644,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mofta'ilon,mostaf'ilon,mofta'ilon,,SSSL,SLSL,LSSL,,LSSL,LLSL,LSSL,
7647,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mofta'ilon,mostaf'ilon,mafaa'ilon,,SSSL,SLSL,LSSL,,LSSL,LLSL,SLSL,
7648,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mofta'ilon,mostaf'ilon,mostaf'ilon,,SSSL,SLSL,LSSL,,LSSL,LLSL,LLSL,
7651,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mafaa'ilon,fa'ilaton,mofta'ilon,,SSSL,SLSL,LSSL,,SLSL,SSSL,LSSL,
7654,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mafaa'ilon,fa'ilaton,mafaa'ilon,,SSSL,SLSL,LSSL,,SLSL,SSSL,SLSL,
7655,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mafaa'ilon,fa'ilaton,mostaf'ilon,,SSSL,SLSL,LSSL,,SLSL,SSSL,LLSL,
7658,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mafaa'ilon,mofta'ilon,mofta'ilon,,SSSL,SLSL,LSSL,,SLSL,LSSL,LSSL,
7661,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mafaa'ilon,mofta'ilon,mafaa'ilon,,SSSL,SLSL,LSSL,,SLSL,LSSL,SLSL,
7662,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mafaa'ilon,mofta'ilon,mostaf'ilon,,SSSL,SLSL,LSSL,,SLSL,LSSL,LLSL,
7665,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mafaa'ilon,mafaa'ilon,mofta'ilon,,SSSL,SLSL,LSSL,,SLSL,SLSL,LSSL,
7668,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mafaa'ilon,mafaa'ilon,mafaa'ilon,,SSSL,SLSL,LSSL,,SLSL,SLSL,SLSL,
7669,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mafaa'ilon,mafaa'ilon,mostaf'ilon,,SSSL,SLSL,LSSL,,SLSL,SLSL,LLSL,
7672,rajaz_complete,fa'ilaton,mafaa'ilon,mofta'ilon,,mafaa'ilon,mostaf'ilon,mofta'ilon,,SSSL,SLSL,LSSL,,SLSL,LLSL,LSSL,
7673,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mafaa'ilon,mostaf'ilon,maf'oolon,,SSSL,SLSL,LLL,,SLSL,LLSL,LLL,
7674,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mafaa'ilon,mostaf'ilon,fa'oolon,,SSSL,SLSL,LLL,,SLSL,LLSL,SLL,
7680,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mostaf'ilon,fa'ilaton,maf'oolon,,SSSL,SLSL,LLL,,LLSL,SSSL,LLL,
7681,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mostaf'ilon,fa'ilaton,fa'oolon,,SSSL,SLSL,LLL,,LLSL,SSSL,SLL,
7687,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mostaf'ilon,mofta'ilon,maf'oolon,,SSSL,SLSL,LLL,,LLSL,LSSL,LLL,
7688,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mostaf'ilon,mofta'ilon,fa'oolon,,SSSL,SLSL,LLL,,LLSL,LSSL,SLL,
7694,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mostaf'ilon,mafaa'ilon,maf'oolon,,SSSL,SLSL,LLL,,LLSL,SLSL,LLL,
7695,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mostaf'ilon,mafaa'ilon,fa'oolon,,SSSL,SLSL,LLL,,LLSL,SLSL,SLL,
7701,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mostaf'ilon,mostaf'ilon,maf'oolon,,SSSL,SLSL,LLL,,LLSL,LLSL,LLL,
7702,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mostaf'ilon,mostaf'ilon,fa'oolon,,SSSL,SLSL,LLL,,LLSL,LLSL,SLL,
7708,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,fa'ilaton,fa'ilaton,maf'oolon,,SSSL,SLSL,LLL,,SSSL,SSSL,LLL,
7709,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,fa'ilaton,fa'ilaton,fa'oolon,,SSSL,SLSL,LLL,,SSSL,SSSL,SLL,
7715,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,fa'ilaton,mofta'ilon,maf'oolon,,SSSL,SLSL,LLL,,SSSL,LSSL,LLL,
7716,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,fa'ilaton,mofta'ilon,fa'oolon,,SSSL,SLSL,LLL,,SSSL,LSSL,SLL,
7722,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,fa'ilaton,mafaa'ilon,maf'oolon,,SSSL,SLSL,LLL,,SSSL,SLSL,LLL,
7723,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,fa'ilaton,mafaa'ilon,fa'oolon,,SSSL,SLSL,LLL,,SSSL,SLSL,SLL,
7729,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,fa'ilaton,mostaf'ilon,maf'oolon,,SSSL,SLSL,LLL,,SSSL,LLSL,LLL,
7730,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,fa'ilaton,mostaf'ilon,fa'oolon,,SSSL,SLSL,LLL,,SSSL,LLSL,SLL,
7736,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mofta'ilon,fa'ilaton,maf'oolon,,SSSL,SLSL,LLL,,LSSL,SSSL,LLL,
7737,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mofta'ilon,fa'ilaton,fa'oolon,,SSSL,SLSL,LLL,,LSSL,SSSL,SLL,
7743,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mofta'ilon,mofta'ilon,maf'oolon,,SSSL,SLSL,LLL,,LSSL,LSSL,LLL,
7744,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mofta'ilon,mofta'ilon,fa'oolon,,SSSL,SLSL,LLL,,LSSL,LSSL,SLL,
7750,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mofta'ilon,mafaa'ilon,maf'oolon,,SSSL,SLSL,LLL,,LSSL,SLSL,LLL,
7751,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mofta'ilon,mafaa'ilon,fa'oolon,,SSSL,SLSL,LLL,,LSSL,SLSL,SLL,
7757,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mofta'ilon,mostaf'ilon,maf'oolon,,SSSL,SLSL,LLL,,LSSL,LLSL,LLL,
7758,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mofta'ilon,mostaf'ilon,fa'oolon,,SSSL,SLSL,LLL,,LSSL,LLSL,SLL,
7764,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mafaa'ilon,fa'ilaton,maf'oolon,,SSSL,SLSL,LLL,,SLSL,SSSL,LLL,
7765,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mafaa'ilon,fa'ilaton,fa'oolon,,SSSL,SLSL,LLL,,SLSL,SSSL,SLL,
7771,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mafaa'ilon,mofta'ilon,maf'oolon,,SSSL,SLSL,LLL,,SLSL,LSSL,LLL,
7772,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mafaa'ilon,mofta'ilon,fa'oolon,,SSSL,SLSL,LLL,,SLSL,LSSL,SLL,
7778,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mafaa'ilon,mafaa'ilon,maf'oolon,,SSSL,SLSL,LLL,,SLSL,SLSL,LLL,
7779,rajaz_complete,fa'ilaton,mafaa'ilon,maf'oolon,,mafaa'ilon,mafaa'ilon,fa'oolon,,SSSL,SLSL,LLL,,SLSL,SLSL,SLL,
7785,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mafaa'ilon,mostaf'ilon,maf'oolon,,SSSL,SLSL,SLL,,SLSL,LLSL,LLL,
7786,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mafaa'ilon,mostaf'ilon,fa'oolon,,SSSL,SLSL,SLL,,SLSL,LLSL,SLL,
7792,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mostaf'ilon,fa'ilaton,maf'oolon,,SSSL,SLSL,SLL,,LLSL,SSSL,LLL,
7793,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mostaf'ilon,fa'ilaton,fa'oolon,,SSSL,SLSL,SLL,,LLSL,SSSL,SLL,
7799,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mostaf'ilon,mofta'ilon,maf'oolon,,SSSL,SLSL,SLL,,LLSL,LSSL,LLL,
7800,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mostaf'ilon,mofta'ilon,fa'oolon,,SSSL,SLSL,SLL,,LLSL,LSSL,SLL,
7806,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mostaf'ilon,mafaa'ilon,maf'oolon,,SSSL,SLSL,SLL,,LLSL,SLSL,LLL,
7807,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mostaf'ilon,mafaa'ilon,fa'oolon,,SSSL,SLSL,SLL,,LLSL,SLSL,SLL,
7813,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mostaf'ilon,mostaf'ilon,maf'oolon,,SSSL,SLSL,SLL,,LLSL,LLSL,LLL,
7814,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mostaf'ilon,mostaf'ilon,fa'oolon,,SSSL,SLSL,SLL,,LLSL,LLSL,SLL,
7820,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,fa'ilaton,fa'ilaton,maf'oolon,,SSSL,SLSL,SLL,,SSSL,SSSL,LLL,
7821,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,fa'ilaton,fa'ilaton,fa'oolon,,SSSL,SLSL,SLL,,SSSL,SSSL,SLL,
7827,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,fa'ilaton,mofta'ilon,maf'oolon,,SSSL,SLSL,SLL,,SSSL,LSSL,LLL,
7828,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,fa'ilaton,mofta'ilon,fa'oolon,,SSSL,SLSL,SLL,,SSSL,LSSL,SLL,
7834,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,fa'ilaton,mafaa'ilon,maf'oolon,,SSSL,SLSL,SLL,,SSSL,SLSL,LLL,
7835,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,fa'ilaton,mafaa'ilon,fa'oolon,,SSSL,SLSL,SLL,,SSSL,SLSL,SLL,
7841,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,fa'ilaton,mostaf'ilon,maf'oolon,,SSSL,SLSL,SLL,,SSSL,LLSL,LLL,
7842,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,fa'ilaton,mostaf'ilon,fa'oolon,,SSSL,SLSL,SLL,,SSSL,LLSL,SLL,
7848,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mofta'ilon,fa'ilaton,maf'oolon,,SSSL,SLSL,SLL,,LSSL,SSSL,LLL,
7849,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mofta'ilon,fa'ilaton,fa'oolon,,SSSL,SLSL,SLL,,LSSL,SSSL,SLL,
7855,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mofta'ilon,mofta'ilon,maf'oolon,,SSSL,SLSL,SLL,,LSSL,LSSL,LLL,
7856,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mofta'ilon,mofta'ilon,fa'oolon,,SSSL,SLSL,SLL,,LSSL,LSSL,SLL,
7862,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mofta'ilon,mafaa'ilon,maf'oolon,,SSSL,SLSL,SLL,,LSSL,SLSL,LLL,
7863,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mofta'ilon,mafaa'ilon,fa'oolon,,SSSL,SLSL,SLL,,LSSL,SLSL,SLL,
7869,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mofta'ilon,mostaf'ilon,maf'oolon,,SSSL,SLSL,SLL,,LSSL,LLSL,LLL,
7870,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mofta'ilon,mostaf'ilon,fa'oolon,,SSSL,SLSL,SLL,,LSSL,LLSL,SLL,
7876,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mafaa'ilon,fa'ilaton,maf'oolon,,SSSL,SLSL,SLL,,SLSL,SSSL,LLL,
7877,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mafaa'ilon,fa'ilaton,fa'oolon,,SSSL,SLSL,SLL,,SLSL,SSSL,SLL,
7883,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mafaa'ilon,mofta'ilon,maf'oolon,,SSSL,SLSL,SLL,,SLSL,LSSL,LLL,
7884,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mafaa'ilon,mofta'ilon,fa'oolon,,SSSL,SLSL,SLL,,SLSL,LSSL,SLL,
7890,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mafaa'ilon,mafaa'ilon,maf'oolon,,SSSL,SLSL,SLL,,SLSL,SLSL,LLL,
7891,rajaz_complete,fa'ilaton,mafaa'ilon,fa'oolon,,mafaa'ilon,mafaa'ilon,fa'oolon,,SSSL,SLSL,SLL,,SLSL,SLSL,SLL,
7899,rajaz_complete,fa'ilaton,mafaa'ilon,mafaa'ilon,,mafaa'ilon,mostaf'ilon,mafaa'ilon,,SSSL,SLSL,SLSL,,SLSL,LLSL,SLSL,
