fun,metric,method,attributes,k,hopkins,dunn,silhouette,calinhara,davisbouldin,bad
kmeans,euclidean,ward.D2,USG-POT-REP,2,0.835923845618979,0.0533235884102048,0.390195970131857,42.39,1.15296701930716,1
kmeans,euclidean,ward.D2,USG-POT-DIV,2,0.802726239168445,0.0857747593225764,0.309617393467519,38.38,1.74287154387389,2
kmeans,euclidean,ward.D2,USG-POT-EVE,2,0.830706391738834,0.063082130153706,0.317982778338436,50.2,1.51345504002085,5
kmeans,euclidean,ward.D2,USG-POT-VAR,2,0.816746722219435,0.0482019902375279,0.334906316966652,49.49,1.51051356142639,3
kmeans,euclidean,ward.D2,USG-REP-DIV,2,0.840761350064407,0.026543570347728,0.394669364926194,56.34,1.4312293556235,13
kmeans,euclidean,ward.D2,USG-REP-EVE,2,0.853023667272439,0.039285371463339,0.430854455671015,42.03,1.37060132787747,4
kmeans,euclidean,ward.D2,USG-REP-VAR,2,0.86048432470015,0.042797542697087,0.418719028040459,59.22,1.39945498460945,8
kmeans,euclidean,ward.D2,USG-DIV-EVE,2,0.839979566308222,0.0187662418943666,0.339262239296179,42.7,1.65427268302509,16
kmeans,euclidean,ward.D2,USG-DIV-VAR,2,0.833811593829379,0.0239210881366918,0.411877516635909,76.74,1.21414832838106,2
kmeans,euclidean,ward.D2,USG-EVE-VAR,2,0.833644149160723,0.0547279406893765,0.285553250900636,38.13,1.7073690281859,14
kmeans,euclidean,ward.D2,POT-REP-DIV,2,0.744555778306973,0.0255800526307252,0.342356236118872,55.82,1.35934939638211,1
kmeans,euclidean,ward.D2,POT-REP-EVE,2,0.748539212124405,0.0606556839863014,0.420128648982401,40.77,1.42239498367817,6
kmeans,euclidean,ward.D2,POT-REP-VAR,2,0.771826593871202,0.0483780641003687,0.371460439305652,58.48,1.37106137918228,7
kmeans,euclidean,ward.D2,POT-DIV-EVE,2,0.780514943419251,0.033337702846645,0.293917331181587,40.47,1.69561741704285,9
kmeans,euclidean,ward.D2,POT-DIV-VAR,2,0.767240566183267,0.0436624738559659,0.364546629307736,73.67,1.21717749921913,2
kmeans,euclidean,ward.D2,POT-EVE-VAR,2,0.772771224366562,0.0648399335312415,0.276903805006964,40.01,1.57748566093678,2
kmeans,euclidean,ward.D2,REP-DIV-EVE,2,0.7527267995289,0.0856588779086919,0.413520101345173,59.85,1.39027021033946,13
kmeans,euclidean,ward.D2,REP-DIV-VAR,2,0.797334892734503,0.0855923649102812,0.47239344628437,110.94,1.01055093049328,4
kmeans,euclidean,ward.D2,REP-EVE-VAR,2,0.7579521425157,0.0749512134727802,0.42670888565632,60.07,1.36679678096346,7
kmeans,euclidean,ward.D2,DIV-EVE-VAR,2,0.82477887278695,0.0581883316120988,0.421716228806692,75.13,1.23270184524976,5
kmeans,euclidean,ward.D2,USG-POT-REP,3,0.835923845618979,0.0935034656135687,0.425416571533842,62.97,1.04139457023922,1
kmeans,euclidean,ward.D2,USG-POT-DIV,3,0.802726239168445,0.116511592496221,0.362320242403869,60.42,1.12196814387043,2
kmeans,euclidean,ward.D2,USG-POT-EVE,3,0.830706391738834,0.0631891002712307,0.326358005813164,46.15,1.11543057300632,1
kmeans,euclidean,ward.D2,USG-POT-VAR,3,0.816746722219435,0.0752833661625052,0.31512837146887,47.23,1.2862202032845,5
kmeans,euclidean,ward.D2,USG-REP-DIV,3,0.840761350064407,0.081182352515407,0.406452762357356,70.32,1.17996950776001,4
kmeans,euclidean,ward.D2,USG-REP-EVE,3,0.853023667272439,0.0594418419376135,0.38424778375596,46.36,1.1087369394752,1
kmeans,euclidean,ward.D2,USG-REP-VAR,3,0.86048432470015,0.082227393474532,0.463023997190898,71.35,1.02500796428308,3
kmeans,euclidean,ward.D2,USG-DIV-EVE,3,0.839979566308222,0.0255668735884778,0.3666924641798,45.73,1.2421960537364,5
kmeans,euclidean,ward.D2,USG-DIV-VAR,3,0.833811593829379,0.0783124592445557,0.418626325689272,72.62,0.934367058947088,1
kmeans,euclidean,ward.D2,USG-EVE-VAR,3,0.833644149160723,0.0556941457912896,0.2938662071017,40.34,1.14182229237198,8
kmeans,euclidean,ward.D2,POT-REP-DIV,3,0.744555778306973,0.102800340807845,0.372453745074973,76.18,1.0940062840945,1
kmeans,euclidean,ward.D2,POT-REP-EVE,3,0.748539212124405,0.06220984943764,0.347260723199143,53.33,1.22074626030309,1
kmeans,euclidean,ward.D2,POT-REP-VAR,3,0.771826593871202,0.076294826300077,0.370421884020777,71.37,1.13975211836179,1
kmeans,euclidean,ward.D2,POT-DIV-EVE,3,0.780514943419251,0.0643694325208504,0.311145411023473,48.31,1.33176149366373,1
kmeans,euclidean,ward.D2,POT-DIV-VAR,3,0.767240566183267,0.0490820713317454,0.360025276257727,74.57,1.09465185247663,4
kmeans,euclidean,ward.D2,POT-EVE-VAR,3,0.772771224366562,0.0696705887939105,0.326654719500298,47.04,1.30020230729331,3
kmeans,euclidean,ward.D2,REP-DIV-EVE,3,0.7527267995289,0.0709411621598241,0.44797948107792,70.88,1.00636105218004,2
kmeans,euclidean,ward.D2,REP-DIV-VAR,3,0.797334892734503,0.114575378669448,0.434298789176329,108.27,0.959895655195051,1
kmeans,euclidean,ward.D2,REP-EVE-VAR,3,0.7579521425157,0.0395208762491464,0.322602353495994,55.86,1.38819299950925,9
kmeans,euclidean,ward.D2,DIV-EVE-VAR,3,0.82477887278695,0.0775970313324901,0.472894834011506,85.35,0.97926536547205,1
kmeans,euclidean,ward.D2,USG-POT-REP,4,0.835923845618979,0.088883395559452,0.412500742279898,76.42,0.918168052448452,3
kmeans,euclidean,ward.D2,USG-POT-DIV,4,0.802726239168445,0.0811107491656343,0.374546486590487,63.29,0.972013173911817,2
kmeans,euclidean,ward.D2,USG-POT-EVE,4,0.830706391738834,0.0361018359067073,0.328001187534376,57.25,1.00431733697104,3
kmeans,euclidean,ward.D2,USG-POT-VAR,4,0.816746722219435,0.0694652555000749,0.363568968501348,61.81,1.01531586228023,3
kmeans,euclidean,ward.D2,USG-REP-DIV,4,0.840761350064407,0.0872466931490242,0.389794314681067,81.46,0.981417868371308,2
