fun,metric,method,attributes,k,hopkins,dunn,silhouette,calinhara,davisbouldin,bad
kmeans,euclidean,ward.D2,USG-POT-REP-DIV-EVE,7,0.792082337525602,0.100306700910464,0.272412460681997,36.5,1.1234030150237,6
kmeans,euclidean,ward.D2,USG-POT-REP-DIV-VAR,7,0.78347772402246,0.0776424407810808,0.230774246166919,37.19,1.43595328586108,4
kmeans,euclidean,ward.D2,USG-POT-REP-EVE-VAR,7,0.771923167244338,0.127265688901537,0.235757608234579,32.4,1.23751664326902,8
kmeans,euclidean,ward.D2,USG-POT-DIV-EVE-VAR,7,0.775734841965937,0.11389970987391,0.224396545935104,32.4,1.31940715007922,8
kmeans,euclidean,ward.D2,USG-REP-DIV-EVE-VAR,7,0.798723592749837,0.0895257057865567,0.228493309929399,39.06,1.2527464837655,10
kmeans,euclidean,ward.D2,POT-REP-DIV-EVE-VAR,7,0.764199983302591,0.110192086246696,0.253176119475737,32,1.40781308135305,12
kmeans,euclidean,ward.D2,USG-POT-REP-DIV-EVE,8,0.792082337525602,0.100306700910464,0.268513729900333,34.26,1.09913358320381,6
kmeans,euclidean,ward.D2,USG-POT-REP-DIV-VAR,8,0.78347772402246,0.0776424407810808,0.248541894471377,38.75,1.29212123301388,5
kmeans,euclidean,ward.D2,USG-POT-REP-EVE-VAR,8,0.771923167244338,0.123058324853075,0.239967500608264,32.1,1.28542157259244,15
kmeans,euclidean,ward.D2,USG-POT-DIV-EVE-VAR,8,0.775734841965937,0.115580029372738,0.241758908436651,32.18,1.21403129372257,8
kmeans,euclidean,ward.D2,USG-REP-DIV-EVE-VAR,8,0.798723592749837,0.0361135838203583,0.24575284083303,41.02,1.20795966059045,5
kmeans,euclidean,ward.D2,POT-REP-DIV-EVE-VAR,8,0.764199983302591,0.0926874614112121,0.249743171027923,31.76,1.23307119049978,9
kmeans,euclidean,ward.D2,USG-POT-REP-DIV-EVE,9,0.792082337525602,0.108471349715961,0.24169640733726,33.17,1.10261929458851,6
kmeans,euclidean,ward.D2,USG-POT-REP-DIV-VAR,9,0.78347772402246,0.0786857572202594,0.245564487386375,38.46,1.16407214464491,12
kmeans,euclidean,ward.D2,USG-POT-REP-EVE-VAR,9,0.771923167244338,0.130214911088207,0.247912080810579,31.19,1.24973451813862,10
kmeans,euclidean,ward.D2,USG-POT-DIV-EVE-VAR,9,0.775734841965937,0.136787849183016,0.250982154584113,31.98,1.18483210268452,6
kmeans,euclidean,ward.D2,USG-REP-DIV-EVE-VAR,9,0.798723592749837,0.0468151194508851,0.252074197331708,40.38,1.07926032278677,4
kmeans,euclidean,ward.D2,POT-REP-DIV-EVE-VAR,9,0.764199983302591,0.0948698651807533,0.265184056642111,34.06,1.18036976497671,7
hclust,euclidean,ward.D2,USG-POT-REP-DIV-EVE,2,0.792082337525602,0.0974236406755201,0.273181768818908,27.17,1.80615843925125,5
hclust,euclidean,ward.D2,USG-POT-REP-DIV-VAR,2,0.78347772402246,0.10996130806842,0.343166137824902,36.92,1.11726858509186,6
hclust,euclidean,ward.D2,USG-POT-REP-EVE-VAR,2,0.771923167244338,0.061694107575852,0.210749143538939,26.96,1.99940550006078,8
hclust,euclidean,ward.D2,USG-POT-DIV-EVE-VAR,2,0.775734841965937,0.0828831879923663,0.283591212990027,29.59,1.84910715598601,5
hclust,euclidean,ward.D2,USG-REP-DIV-EVE-VAR,2,0.798723592749837,0.0969083519387862,0.249809691596248,37.65,1.7148486509803,26
hclust,euclidean,ward.D2,POT-REP-DIV-EVE-VAR,2,0.764199983302591,0.125308876416031,0.31266836359135,33.48,1.6768581390092,8
hclust,euclidean,ward.D2,USG-POT-REP-DIV-EVE,3,0.792082337525602,0.0924030928752432,0.180868269885481,27.49,1.78667765310373,14
hclust,euclidean,ward.D2,USG-POT-REP-DIV-VAR,3,0.78347772402246,0.0988381103100905,0.236922146528,36.77,1.61728325258824,12
hclust,euclidean,ward.D2,USG-POT-REP-EVE-VAR,3,0.771923167244338,0.0817603334585234,0.178209903370701,27.45,1.73967073896485,25
hclust,euclidean,ward.D2,USG-POT-DIV-EVE-VAR,3,0.775734841965937,0.0874714224606909,0.197322866666906,28.54,1.68133307799886,16
hclust,euclidean,ward.D2,USG-REP-DIV-EVE-VAR,3,0.798723592749837,0.120019896069468,0.278174267022713,36.44,1.58721109754552,15
hclust,euclidean,ward.D2,POT-REP-DIV-EVE-VAR,3,0.764199983302591,0.125308876416031,0.308966024896483,31.49,1.26351118857974,8
hclust,euclidean,ward.D2,USG-POT-REP-DIV-EVE,4,0.792082337525602,0.0938220690522906,0.21835853579512,29.28,1.48769399086634,17
hclust,euclidean,ward.D2,USG-POT-REP-DIV-VAR,4,0.78347772402246,0.107017896944722,0.253987300913059,37,1.23113766149981,10
hclust,euclidean,ward.D2,USG-POT-REP-EVE-VAR,4,0.771923167244338,0.0817603334585234,0.187484292887748,27.62,1.43190049790845,25
hclust,euclidean,ward.D2,USG-POT-DIV-EVE-VAR,4,0.775734841965937,0.111931255589991,0.235683950481,30.03,1.50819863515085,14
hclust,euclidean,ward.D2,USG-REP-DIV-EVE-VAR,4,0.798723592749837,0.143199431818193,0.298112399943915,36.75,1.18113981718609,15
hclust,euclidean,ward.D2,POT-REP-DIV-EVE-VAR,4,0.764199983302591,0.12667791717276,0.214639509328263,33.07,1.53357441187308,16
hclust,euclidean,ward.D2,USG-POT-REP-DIV-EVE,5,0.792082337525602,0.11102980679441,0.23527724718413,31.22,1.22152767443315,16
hclust,euclidean,ward.D2,USG-POT-REP-DIV-VAR,5,0.78347772402246,0.130396711672815,0.25464079700476,41.03,1.13127608650518,13
hclust,euclidean,ward.D2,USG-POT-REP-EVE-VAR,5,0.771923167244338,0.0972165152367503,0.212554181655844,29.23,1.47751823009426,15
hclust,euclidean,ward.D2,USG-POT-DIV-EVE-VAR,5,0.775734841965937,0.121716811959135,0.259218671871059,33.22,1.154719815619,14
hclust,euclidean,ward.D2,USG-REP-DIV-EVE-VAR,5,0.798723592749837,0.143199431818193,0.285302343183992,38.07,1.09259102998847,10
hclust,euclidean,ward.D2,POT-REP-DIV-EVE-VAR,5,0.764199983302591,0.12763243902443,0.23746459214011,35.44,1.34534358723315,25
hclust,euclidean,ward.D2,USG-POT-REP-DIV-EVE,6,0.792082337525602,0.11102980679441,0.226849857307288,31.92,1.18828333641106,16
hclust,euclidean,ward.D2,USG-POT-REP-DIV-VAR,6,0.78347772402246,0.130396711672815,0.263456678094421,41.11,1.19887584179563,8
hclust,euclidean,ward.D2,USG-POT-REP-EVE-VAR,6,0.771923167244338,0.104701653772362,0.231614423794392,29.97,1.26587968161714,18
hclust,euclidean,ward.D2,USG-POT-DIV-EVE-VAR,6,0.775734841965937,0.133535092373717,0.244441548302995,32.91,1.28000639991051,12
hclust,euclidean,ward.D2,USG-REP-DIV-EVE-VAR,6,0.798723592749837,0.143716414771014,0.294661402022679,38.34,1.0423940665493,7
hclust,euclidean,ward.D2,POT-REP-DIV-EVE-VAR,6,0.764199983302591,0.12763243902443,0.253626643028986,35.69,1.31341258895226,14
hclust,euclidean,ward.D2,USG-POT-REP-DIV-EVE,7,0.792082337525602,0.11102980679441,0.236738900076126,32.49,1.20427583438944,16
hclust,euclidean,ward.D2,USG-POT-REP-DIV-VAR,7,0.78347772402246,0.130396711672815,0.265375906790018,40.02,1.16007592708566,11
hclust,euclidean,ward.D2,USG-POT-REP-EVE-VAR,7,0.771923167244338,0.104701653772362,0.242182409897251,30.62,1.19097605196923,20
hclust,euclidean,ward.D2,USG-POT-DIV-EVE-VAR,7,0.775734841965937,0.14571686024951,0.254717948565948,31.68,1.15612253190666,9
hclust,euclidean,ward.D2,USG-REP-DIV-EVE-VAR,7,0.798723592749837,0.12047815669642,0.240088284680013,40.03,1.14703799769262,8
hclust,euclidean,ward.D2,POT-REP-DIV-EVE-VAR,7,0.764199983302591,0.143271758307739,0.270254253714635,36,1.27989903524618,11
hclust,euclidean,ward.D2,USG-POT-REP-DIV-EVE,8,0.792082337525602,0.129295017344046,0.247721436935584,33.73,1.17139871589548,16
hclust,euclidean,ward.D2,USG-POT-REP-DIV-VAR,8,0.78347772402246,0.12501471890168,0.268747902486169,39.31,1.07553069565677,13
hclust,euclidean,ward.D2,USG-POT-REP-EVE-VAR,8,0.771923167244338,0.116015926351431,0.255475524673637,30.23,1.22696947317547,17
hclust,euclidean,ward.D2,USG-POT-DIV-EVE-VAR,8,0.775734841965937,0.148226774950172,0.25190550736523,31.18,1.28879936448876,7
hclust,euclidean,ward.D2,USG-REP-DIV-EVE-VAR,8,0.798723592749837,0.12047815669642,0.253494180850915,40.52,1.11776362027566,11
hclust,euclidean,ward.D2,POT-REP-DIV-EVE-VAR,8,0.764199983302591,0.143271758307739,0.267314498096496,35.04,1.27139932964408,9
hclust,euclidean,ward.D2,USG-POT-REP-DIV-EVE,9,0.792082337525602,0.129295017344046,0.247517501239091,33.06,1.1829348007766,12
hclust,euclidean,ward.D2,USG-POT-REP-DIV-VAR,9,0.78347772402246,0.136607805582241,0.273542433242808,38.76,0.979830984386987,13
hclust,euclidean,ward.D2,USG-POT-REP-EVE-VAR,9,0.771923167244338,0.116015926351431,0.245997357920729,29.88,1.09955296095313,18
hclust,euclidean,ward.D2,USG-POT-DIV-EVE-VAR,9,0.775734841965937,0.148226774950172,0.263477162423356,30.85,1.21687104577641,6
hclust,euclidean,ward.D2,USG-REP-DIV-EVE-VAR,9,0.798723592749837,0.156179439986397,0.264766457853166,39.96,1.13128781490571,9
hclust,euclidean,ward.D2,POT-REP-DIV-EVE-VAR,9,0.764199983302591,0.169298588097796,0.274654620459644,34.5,1.15608156018302,9
