fun,metric,method,attributes,k,hopkins,dunn,silhouette,calinhara,davisbouldin,bad
hclust,euclidean,ward.D2,REP-DIV,8,0.740327406390733,0.0607925507109482,0.385831928814327,165,0.828765953712897,12
hclust,euclidean,ward.D2,REP-EVE,8,0.694635588334622,0.0750384461381092,0.416078010938633,145.01,0.709252639403605,9
hclust,euclidean,ward.D2,REP-VAR,8,0.82834892690299,0.0584796869493626,0.395883654598887,181.38,0.787185520152106,12
hclust,euclidean,ward.D2,DIV-EVE,8,0.831648172056775,0.0972216614584855,0.447191427243098,123.3,0.744312566749603,5
hclust,euclidean,ward.D2,DIV-VAR,8,0.804960894436254,0.0608978100158593,0.363196015193468,111.85,0.84402648757963,9
hclust,euclidean,ward.D2,EVE-VAR,8,0.814317786586536,0.072018843856328,0.383271073639833,104.26,0.777261012220457,12
hclust,euclidean,ward.D2,USG-POT,9,0.856382886287406,0.0544616627005845,0.397072547256731,126.17,0.766518475456226,11
hclust,euclidean,ward.D2,USG-REP,9,0.87545187823828,0.099637650170034,0.441044434342433,167.28,0.60380191708431,6
hclust,euclidean,ward.D2,USG-DIV,9,0.793127517472152,0.132268216299727,0.416101655475518,120.99,0.708350087475156,2
hclust,euclidean,ward.D2,USG-EVE,9,0.841974702094604,0.0864478465218182,0.350703415257209,91.48,0.786435867645114,13
hclust,euclidean,ward.D2,USG-VAR,9,0.853554527974367,0.0622489182422001,0.332457488212108,94.55,0.747271546917206,12
hclust,euclidean,ward.D2,POT-REP,9,0.703497170409208,0.0838843615043166,0.413422422581384,133.78,0.682564182797031,7
hclust,euclidean,ward.D2,POT-DIV,9,0.744405103568097,0.108525642657722,0.410534297459552,110.45,0.748251992950688,9
hclust,euclidean,ward.D2,POT-EVE,9,0.752112446567916,0.124405702106427,0.403689531363458,92.84,0.814786316881522,7
hclust,euclidean,ward.D2,POT-VAR,9,0.71786076718296,0.0922341808356538,0.35679818202372,86.46,0.947040494394921,8
hclust,euclidean,ward.D2,REP-DIV,9,0.740327406390733,0.0607925507109482,0.400426091540756,170.37,0.781004180021689,13
hclust,euclidean,ward.D2,REP-EVE,9,0.694635588334622,0.0891085603902697,0.416543937143032,153.94,0.753694900531099,6
hclust,euclidean,ward.D2,REP-VAR,9,0.82834892690299,0.0736267128475203,0.398463194358839,184.82,0.707297957285319,11
hclust,euclidean,ward.D2,DIV-EVE,9,0.831648172056775,0.0972216614584855,0.456585854870082,124.94,0.652110403341407,5
hclust,euclidean,ward.D2,DIV-VAR,9,0.804960894436254,0.0704880372163032,0.38240356229694,118.86,0.870589799122961,4
hclust,euclidean,ward.D2,EVE-VAR,9,0.814317786586536,0.072018843856328,0.392222369514581,113.42,0.773570756077986,8
