fun,metric,method,attributes,k,hopkins,dunn,silhouette,calinhara,davisbouldin,bad
kmeans,euclidean,ward.D2,DIV-VAR,3,0.804960894436254,0.0402482564198406,0.414588084228613,138.36,1.06841136404925,3
kmeans,euclidean,ward.D2,EVE-VAR,3,0.814317786586536,0.0323245486806233,0.451959493308896,86.4,0.933685411624685,0
kmeans,euclidean,ward.D2,USG-POT,4,0.856382886287406,0.0480692130138157,0.413168218810995,106.49,0.884375730329534,2
kmeans,euclidean,ward.D2,USG-REP,4,0.87545187823828,0.0547438826023034,0.469397737019198,152.52,0.710310902751551,0
kmeans,euclidean,ward.D2,USG-DIV,4,0.793127517472152,0.0314411346595944,0.42519625249589,100.88,0.78482570321235,3
kmeans,euclidean,ward.D2,USG-EVE,4,0.841974702094604,0.0194872751791562,0.360889467279504,76.82,0.941841080012273,2
kmeans,euclidean,ward.D2,USG-VAR,4,0.853554527974367,0.0415763321725764,0.389221379715578,92.54,0.968666144126929,1
kmeans,euclidean,ward.D2,POT-REP,4,0.703497170409208,0.0395073664277701,0.439595026025059,126.63,0.975075381778977,2
kmeans,euclidean,ward.D2,POT-DIV,4,0.744405103568097,0.0502289124407492,0.473549405075196,120.35,0.790932021756381,1
kmeans,euclidean,ward.D2,POT-EVE,4,0.752112446567916,0.0254554347657686,0.370959947229748,73.27,1.10230399755952,3
kmeans,euclidean,ward.D2,POT-VAR,4,0.71786076718296,0.0743137659788331,0.478771938738263,100,0.815410544875867,1
kmeans,euclidean,ward.D2,REP-DIV,4,0.740327406390733,0.0448393482895635,0.495007422161167,166.65,0.78585981126042,1
kmeans,euclidean,ward.D2,REP-EVE,4,0.694635588334622,0.033273891286671,0.412876619868225,109.93,0.83850721916896,6
kmeans,euclidean,ward.D2,REP-VAR,4,0.82834892690299,0.0348455435632549,0.475378561602139,178.14,0.807926601712281,3
kmeans,euclidean,ward.D2,DIV-EVE,4,0.831648172056775,0.0231461580551501,0.382764973469465,98.06,0.986544467161417,4
kmeans,euclidean,ward.D2,DIV-VAR,4,0.804960894436254,0.0287528621288391,0.373744751336362,123.81,1.07466226618347,2
kmeans,euclidean,ward.D2,EVE-VAR,4,0.814317786586536,0.0117798137678053,0.399713998560415,90.79,1.0598860363737,0
kmeans,euclidean,ward.D2,USG-POT,5,0.856382886287406,0.0494526331683094,0.435865153108792,117.03,0.840434226098851,1
kmeans,euclidean,ward.D2,USG-REP,5,0.87545187823828,0.0154357127893544,0.453285741937697,164.52,0.760829701203059,4
kmeans,euclidean,ward.D2,USG-DIV,5,0.793127517472152,0.0397655659088896,0.386187039652117,105.21,0.869802804492161,7
kmeans,euclidean,ward.D2,USG-EVE,5,0.841974702094604,0.0368165901062332,0.336249227941255,79.24,0.92318422395458,9
kmeans,euclidean,ward.D2,USG-VAR,5,0.853554527974367,0.0447168283519562,0.363665195925183,97.19,0.856284845129329,3
kmeans,euclidean,ward.D2,POT-REP,5,0.703497170409208,0.106447308494844,0.449623039771272,130.58,0.900305938285821,2
kmeans,euclidean,ward.D2,POT-DIV,5,0.744405103568097,0.0531939303083242,0.421627390334468,106.42,0.893784294246123,1
kmeans,euclidean,ward.D2,POT-EVE,5,0.752112446567916,0.0323010167369715,0.385227432653827,93.89,0.960930561593534,3
kmeans,euclidean,ward.D2,POT-VAR,5,0.71786076718296,0.0728164585544635,0.463144403468242,94.24,0.921111853536747,4
kmeans,euclidean,ward.D2,REP-DIV,5,0.740327406390733,0.0325996185136546,0.398870173229815,158.8,0.850780014659117,5
kmeans,euclidean,ward.D2,REP-EVE,5,0.694635588334622,0.0373436044718,0.413378415200277,111.99,0.818857405488115,4
kmeans,euclidean,ward.D2,REP-VAR,5,0.82834892690299,0.0258594284815071,0.431382326217095,179.69,0.862637971328315,0
kmeans,euclidean,ward.D2,DIV-EVE,5,0.831648172056775,0.0456472369705219,0.400668069217874,108.58,0.885643928948337,2
kmeans,euclidean,ward.D2,DIV-VAR,5,0.804960894436254,0.0447246602973906,0.463884731058823,123.79,0.937045936495728,2
kmeans,euclidean,ward.D2,EVE-VAR,5,0.814317786586536,0.0170164965130775,0.396099989493318,87.93,1.05574477682404,2
kmeans,euclidean,ward.D2,USG-POT,6,0.856382886287406,0.0149915656520875,0.381171410118353,112.34,0.932453468488584,4
kmeans,euclidean,ward.D2,USG-REP,6,0.87545187823828,0.0332847796237595,0.386508329960792,153.11,0.920789114782948,1
kmeans,euclidean,ward.D2,USG-DIV,6,0.793127517472152,0.0714688878359442,0.404467078461488,115.12,0.888990126568568,2
kmeans,euclidean,ward.D2,USG-EVE,6,0.841974702094604,0.0467202531562617,0.361020224416532,95.1,0.847804957286175,2
kmeans,euclidean,ward.D2,USG-VAR,6,0.853554527974367,0.0529300610803895,0.337290943944005,88.86,0.992452698906063,9
kmeans,euclidean,ward.D2,POT-REP,6,0.703497170409208,0.0599759820065692,0.417089351345446,129.6,0.954531725675148,1
kmeans,euclidean,ward.D2,POT-DIV,6,0.744405103568097,0.0623124690411555,0.415422548323979,116.56,0.914409364672545,0
kmeans,euclidean,ward.D2,POT-EVE,6,0.752112446567916,0.0538350278949522,0.355797163914101,86.3,1.07436039748708,2
kmeans,euclidean,ward.D2,POT-VAR,6,0.71786076718296,0.0663438844607335,0.453749205268996,107.94,0.836919391918542,3
kmeans,euclidean,ward.D2,REP-DIV,6,0.740327406390733,0.0325996185136546,0.39508069457901,153.01,0.825449991988836,3
kmeans,euclidean,ward.D2,REP-EVE,6,0.694635588334622,0.0284252065567634,0.399260574379263,118.58,0.82661007107981,7
kmeans,euclidean,ward.D2,REP-VAR,6,0.82834892690299,0.0362096966980288,0.426830310405728,188.24,0.848660303488619,4
kmeans,euclidean,ward.D2,DIV-EVE,6,0.831648172056775,0.0408223484632981,0.425831775593037,120.61,0.815665076715324,3
kmeans,euclidean,ward.D2,DIV-VAR,6,0.804960894436254,0.0283992307287381,0.386480678146479,117.12,0.986604326032599,5
kmeans,euclidean,ward.D2,EVE-VAR,6,0.814317786586536,0.0334710938868507,0.404083750931772,96.21,0.812784328750009,1
kmeans,euclidean,ward.D2,USG-POT,7,0.856382886287406,0.0623501572333784,0.402044922610041,121.61,0.876382692387649,1
kmeans,euclidean,ward.D2,USG-REP,7,0.87545187823828,0.0340495672441634,0.409441994043654,173.61,0.821892378647476,3
kmeans,euclidean,ward.D2,USG-DIV,7,0.793127517472152,0.0238281100774053,0.361797108924276,107.71,0.973710690905129,4
kmeans,euclidean,ward.D2,USG-EVE,7,0.841974702094604,0.0323976403993381,0.339576567174376,91.61,0.864333315901809,4
kmeans,euclidean,ward.D2,USG-VAR,7,0.853554527974367,0.0332045122532768,0.389972485477892,106.91,0.789560865193432,5
kmeans,euclidean,ward.D2,POT-REP,7,0.703497170409208,0.0476671376332677,0.373987143757303,124.04,0.955283584070028,3
kmeans,euclidean,ward.D2,POT-DIV,7,0.744405103568097,0.0420804605122546,0.371764506621948,107,1.05198997533618,0
kmeans,euclidean,ward.D2,POT-EVE,7,0.752112446567916,0.0623951930222096,0.349269472025602,89.14,0.954858177239072,6
kmeans,euclidean,ward.D2,POT-VAR,7,0.71786076718296,0.0404535880858131,0.408533112365798,99.92,0.955660901532049,3
kmeans,euclidean,ward.D2,REP-DIV,7,0.740327406390733,0.0479671381644469,0.416459827012156,158.34,0.851142803912456,4
kmeans,euclidean,ward.D2,REP-EVE,7,0.694635588334622,0.0338232843286874,0.396828174830937,113.23,0.869730137829001,2
kmeans,euclidean,ward.D2,REP-VAR,7,0.82834892690299,0.050191054945668,0.411609915298568,194.05,0.799156642036266,11
kmeans,euclidean,ward.D2,DIV-EVE,7,0.831648172056775,0.0264401877510125,0.424633869983514,83.2,0.924071209657432,0
kmeans,euclidean,ward.D2,DIV-VAR,7,0.804960894436254,0.0283992307287381,0.351240386074662,107.66,1.00267053466712,9
kmeans,euclidean,ward.D2,EVE-VAR,7,0.814317786586536,0.0178551873429674,0.38781725452307,94.41,0.839240523476574,2
kmeans,euclidean,ward.D2,USG-POT,8,0.856382886287406,0.0623501572333784,0.388564989660063,120.02,0.837687533570616,1
kmeans,euclidean,ward.D2,USG-REP,8,0.87545187823828,0.0264438333536615,0.42701529743211,175.93,0.759032750430976,0
kmeans,euclidean,ward.D2,USG-DIV,8,0.793127517472152,0.0226853301265858,0.384883020243242,111.58,1.00807553371738,6
kmeans,euclidean,ward.D2,USG-EVE,8,0.841974702094604,0.0618631415377518,0.376480525773114,104.16,0.769432907968218,3
kmeans,euclidean,ward.D2,USG-VAR,8,0.853554527974367,0.0332045122532768,0.389411410208984,108.66,0.783847539549722,7
kmeans,euclidean,ward.D2,POT-REP,8,0.703497170409208,0.101430261921661,0.419659414009598,137.77,0.804721728496198,0
kmeans,euclidean,ward.D2,POT-DIV,8,0.744405103568097,0.0613399712400571,0.390474007695205,107.33,1.01376902165752,0
kmeans,euclidean,ward.D2,POT-EVE,8,0.752112446567916,0.0395507818466778,0.395048979925253,93.5,0.790942785133739,2
kmeans,euclidean,ward.D2,POT-VAR,8,0.71786076718296,0.058677651568565,0.365980567900878,97.28,0.966132143384117,3
kmeans,euclidean,ward.D2,REP-DIV,8,0.740327406390733,0.0333086498473724,0.354481045060843,135.38,0.991195290833368,6
kmeans,euclidean,ward.D2,REP-EVE,8,0.694635588334622,0.021528425533548,0.404604556429532,127.23,0.802161190007197,8
kmeans,euclidean,ward.D2,REP-VAR,8,0.82834892690299,0.050191054945668,0.413945440484397,185.42,0.853236415614145,6
kmeans,euclidean,ward.D2,DIV-EVE,8,0.831648172056775,0.0264401877510125,0.417543209720141,74.08,0.917062008492833,1
kmeans,euclidean,ward.D2,DIV-VAR,8,0.804960894436254,0.0283992307287381,0.381835803640756,106.53,0.962753685895883,3
kmeans,euclidean,ward.D2,EVE-VAR,8,0.814317786586536,0.0218780190696678,0.378738957275554,90.03,0.863863463072252,3
kmeans,euclidean,ward.D2,USG-POT,9,0.856382886287406,0.0844540448304482,0.417710294262781,128.22,0.753249130746219,2
kmeans,euclidean,ward.D2,USG-REP,9,0.87545187823828,0.0272681875919567,0.40322745459453,177.81,0.790277990593098,2
kmeans,euclidean,ward.D2,USG-DIV,9,0.793127517472152,0.0387807120345316,0.348888197687268,104.27,0.820397598478368,4
kmeans,euclidean,ward.D2,USG-EVE,9,0.841974702094604,0.0593790464077443,0.388325374591924,106.96,0.773203556719367,2
kmeans,euclidean,ward.D2,USG-VAR,9,0.853554527974367,0.0287605683877388,0.372933226427568,107.9,0.856120303162381,5
kmeans,euclidean,ward.D2,POT-REP,9,0.703497170409208,0.0165600427627202,0.37799627573758,124.54,0.81529590378192,1
kmeans,euclidean,ward.D2,POT-DIV,9,0.744405103568097,0.0613399712400571,0.408492400475588,111.28,0.864780161173385,0
kmeans,euclidean,ward.D2,POT-EVE,9,0.752112446567916,0.043405351667624,0.413203138444591,99.35,0.857983096148744,2
kmeans,euclidean,ward.D2,POT-VAR,9,0.71786076718296,0.058677651568565,0.365985165157454,97.63,0.955254561890999,3
kmeans,euclidean,ward.D2,REP-DIV,9,0.740327406390733,0.0333086498473724,0.370417364765081,131.55,0.986665288196106,5
kmeans,euclidean,ward.D2,REP-EVE,9,0.694635588334622,0.0811604361072641,0.410047496129069,162.12,0.703841860072889,2
kmeans,euclidean,ward.D2,REP-VAR,9,0.82834892690299,0.050191054945668,0.411505715916645,190.14,0.773184175968053,5
kmeans,euclidean,ward.D2,DIV-EVE,9,0.831648172056775,0.0444777412004462,0.461410803378867,122.45,0.804024321066925,1
kmeans,euclidean,ward.D2,DIV-VAR,9,0.804960894436254,0.0410184109530493,0.364128973781122,104.35,0.823751025745983,6
kmeans,euclidean,ward.D2,EVE-VAR,9,0.814317786586536,0.0326837977427215,0.422407623334086,121.1,0.74384367136147,1
hclust,euclidean,ward.D2,USG-POT,2,0.856382886287406,0.026037619872686,0.454557338826146,78.33,1.22099022553119,5
hclust,euclidean,ward.D2,USG-REP,2,0.87545187823828,0.0599273819716193,0.583046620174339,68.78,0.621861452941679,4
hclust,euclidean,ward.D2,USG-DIV,2,0.793127517472152,0.0355846140092528,0.409826038369231,62,1.37287013425557,4
hclust,euclidean,ward.D2,USG-EVE,2,0.841974702094604,0.378280908401523,0.724561233479437,37.21,0.245323274082095,1
hclust,euclidean,ward.D2,USG-VAR,2,0.853554527974367,0.0926907963132145,0.480966049888465,54.55,1.27254230742392,5
hclust,euclidean,ward.D2,POT-REP,2,0.703497170409208,0.0747961997775417,0.527431780232707,62.53,0.645016035581378,5
hclust,euclidean,ward.D2,POT-DIV,2,0.744405103568097,0.0751076030917716,0.349093013607821,58.2,1.41688441556137,11
hclust,euclidean,ward.D2,POT-EVE,2,0.752112446567916,0.0655936910224293,0.38836705631757,66.26,1.21141772449277,7
hclust,euclidean,ward.D2,POT-VAR,2,0.71786076718296,0.0708206020334659,0.387649174929831,67.15,1.20344363755952,3
hclust,euclidean,ward.D2,REP-DIV,2,0.740327406390733,0.15248029522859,0.611636043639497,109.64,0.578707796043752,2
hclust,euclidean,ward.D2,REP-EVE,2,0.694635588334622,0.177300999773202,0.587552430420283,48.72,0.375865494853673,5
hclust,euclidean,ward.D2,REP-VAR,2,0.82834892690299,0.0523512327614751,0.581038032058469,111.25,0.650645868058104,3
hclust,euclidean,ward.D2,DIV-EVE,2,0.831648172056775,0.0531037666196253,0.470514401379368,76.15,1.01000342699252,1
hclust,euclidean,ward.D2,DIV-VAR,2,0.804960894436254,0.0683775419561427,0.491995034100166,126.42,0.836363156371988,7
hclust,euclidean,ward.D2,EVE-VAR,2,0.814317786586536,0.0641184248618477,0.397325949711195,58.92,1.00832496562334,9
hclust,euclidean,ward.D2,USG-POT,3,0.856382886287406,0.0344710691871339,0.465828285869511,86.68,0.772685679346295,7
hclust,euclidean,ward.D2,USG-REP,3,0.87545187823828,0.0359944177771602,0.454104648703783,95.15,0.969597372734288,5
hclust,euclidean,ward.D2,USG-DIV,3,0.793127517472152,0.0392033202740114,0.437198173644468,81.63,0.76647257549998,5
hclust,euclidean,ward.D2,USG-EVE,3,0.841974702094604,0.0309245029642963,0.336130463539535,52.56,1.03043807657638,11
hclust,euclidean,ward.D2,USG-VAR,3,0.853554527974367,0.0990273949618877,0.447614411842825,60.98,0.657585091389386,9
hclust,euclidean,ward.D2,POT-REP,3,0.703497170409208,0.0924152071489979,0.481287460441444,116.06,0.844556360993715,7
hclust,euclidean,ward.D2,POT-DIV,3,0.744405103568097,0.0825675828065367,0.411795947077316,81.88,0.914623864429406,5
hclust,euclidean,ward.D2,POT-EVE,3,0.752112446567916,0.0662530496648171,0.367581458515274,74.03,1.10340268517536,5
hclust,euclidean,ward.D2,POT-VAR,3,0.71786076718296,0.0980059295483299,0.380347092838107,78.77,1.07165722421769,9
hclust,euclidean,ward.D2,REP-DIV,3,0.740327406390733,0.0948357339014788,0.450097799307633,145.89,0.869505391446409,12
hclust,euclidean,ward.D2,REP-EVE,3,0.694635588334622,0.0295254933538571,0.426189110414934,71.73,0.979985776670805,11
hclust,euclidean,ward.D2,REP-VAR,3,0.82834892690299,0.0649235509674319,0.559807036024271,147.91,0.630690788727653,4
hclust,euclidean,ward.D2,DIV-EVE,3,0.831648172056775,0.0632290961060555,0.480841609578263,108.27,0.835195408950722,1
hclust,euclidean,ward.D2,DIV-VAR,3,0.804960894436254,0.0552759112729366,0.439913400311042,126,1.04521102639754,7
hclust,euclidean,ward.D2,EVE-VAR,3,0.814317786586536,0.0363270162027071,0.403301653537327,78.61,1.05323358725563,8
hclust,euclidean,ward.D2,USG-POT,4,0.856382886287406,0.0344710691871339,0.41896786908362,87.19,0.740433699968611,8
hclust,euclidean,ward.D2,USG-REP,4,0.87545187823828,0.0547438826023034,0.458894800184774,132.45,0.665453345101297,4
hclust,euclidean,ward.D2,USG-DIV,4,0.793127517472152,0.0679467848747051,0.389219966027475,92.89,0.839491594308885,13
hclust,euclidean,ward.D2,USG-EVE,4,0.841974702094604,0.0339836261074947,0.326096417148699,58.81,0.944458939267727,12
hclust,euclidean,ward.D2,USG-VAR,4,0.853554527974367,0.0356076539984106,0.334925407899105,68.63,0.866933026335504,16
hclust,euclidean,ward.D2,POT-REP,4,0.703497170409208,0.0984120249006869,0.500106816072008,121.78,0.961636559480456,8
hclust,euclidean,ward.D2,POT-DIV,4,0.744405103568097,0.0941132929085254,0.430852911933303,103.55,0.861061132253993,9
hclust,euclidean,ward.D2,POT-EVE,4,0.752112446567916,0.0719273525632692,0.372805996756584,70.48,0.854766916422669,9
hclust,euclidean,ward.D2,POT-VAR,4,0.71786076718296,0.103292101812082,0.410559418974957,77.94,0.913846481232822,9
hclust,euclidean,ward.D2,REP-DIV,4,0.740327406390733,0.0959027881582966,0.494208201518356,158.51,0.77113591958247,4
hclust,euclidean,ward.D2,REP-EVE,4,0.694635588334622,0.0393442548208971,0.388681683779401,83.32,0.839937320610897,15
hclust,euclidean,ward.D2,REP-VAR,4,0.82834892690299,0.0318870757458725,0.453208472463638,163.04,0.803632325204918,7
hclust,euclidean,ward.D2,DIV-EVE,4,0.831648172056775,0.0980791065500407,0.491186950614336,105.61,0.699874318355772,1
hclust,euclidean,ward.D2,DIV-VAR,4,0.804960894436254,0.0552759112729366,0.446798893071364,116.09,0.958541918558926,6
hclust,euclidean,ward.D2,EVE-VAR,4,0.814317786586536,0.0363270162027071,0.395677453067835,72.31,0.862662718479627,8
hclust,euclidean,ward.D2,USG-POT,5,0.856382886287406,0.0394169325563126,0.379208044106929,103.44,0.906110580844387,12
hclust,euclidean,ward.D2,USG-REP,5,0.87545187823828,0.0588783560341617,0.413215440660029,140.66,0.827368724481545,11
hclust,euclidean,ward.D2,USG-DIV,5,0.793127517472152,0.0664753112052492,0.376019179427856,96.44,0.878463272965968,12
hclust,euclidean,ward.D2,USG-EVE,5,0.841974702094604,0.048360081793734,0.335992125143067,65.17,0.823426309015157,14
hclust,euclidean,ward.D2,USG-VAR,5,0.853554527974367,0.0501471032455912,0.351714107491119,88.44,0.866338893740949,8
hclust,euclidean,ward.D2,POT-REP,5,0.703497170409208,0.0984120249006869,0.406172586626025,124.37,0.998294322716961,2
hclust,euclidean,ward.D2,POT-DIV,5,0.744405103568097,0.0546983240835875,0.405148019675091,99.5,0.836766217530643,11
hclust,euclidean,ward.D2,POT-EVE,5,0.752112446567916,0.093082266948344,0.368475139160216,75.23,0.934495390531546,10
hclust,euclidean,ward.D2,POT-VAR,5,0.71786076718296,0.103292101812082,0.38781184936291,90.62,0.912733162226118,8
hclust,euclidean,ward.D2,REP-DIV,5,0.740327406390733,0.0868098588342678,0.456121737153092,161.02,0.841431613781636,1
hclust,euclidean,ward.D2,REP-EVE,5,0.694635588334622,0.0393442548208971,0.369141617530429,98.27,0.856631484504102,11
hclust,euclidean,ward.D2,REP-VAR,5,0.82834892690299,0.0552214601758885,0.467300813676174,166.15,0.752750684723065,6
hclust,euclidean,ward.D2,DIV-EVE,5,0.831648172056775,0.0678297736341248,0.389783996098644,106.88,0.872118692445675,6
hclust,euclidean,ward.D2,DIV-VAR,5,0.804960894436254,0.0810195138566062,0.451917858734124,110.68,0.716844465071754,5
hclust,euclidean,ward.D2,EVE-VAR,5,0.814317786586536,0.0358764602244106,0.341929656633641,77.48,0.999348282320763,12
hclust,euclidean,ward.D2,USG-POT,6,0.856382886287406,0.0400576775115131,0.400618118208609,108.95,0.794425039871468,10
hclust,euclidean,ward.D2,USG-REP,6,0.87545187823828,0.0758240168383659,0.404209280363633,153.08,0.795171997574923,15
hclust,euclidean,ward.D2,USG-DIV,6,0.793127517472152,0.0733100147246959,0.399012641440706,110.01,0.871725326893263,5
hclust,euclidean,ward.D2,USG-EVE,6,0.841974702094604,0.0573029676093091,0.321289722569211,72.35,0.772580081430761,14
hclust,euclidean,ward.D2,USG-VAR,6,0.853554527974367,0.0501471032455912,0.329792141137082,83.51,0.854539063360595,15
hclust,euclidean,ward.D2,POT-REP,6,0.703497170409208,0.148034505693751,0.4161424482396,128.89,0.758899533778558,1
hclust,euclidean,ward.D2,POT-DIV,6,0.744405103568097,0.0546983240835875,0.398694144976868,103.67,0.914440503123064,9
hclust,euclidean,ward.D2,POT-EVE,6,0.752112446567916,0.100376119939734,0.352501779391311,79.48,0.914825835013064,9
hclust,euclidean,ward.D2,POT-VAR,6,0.71786076718296,0.141903087288042,0.401377116882521,90.75,0.858140114954821,10
hclust,euclidean,ward.D2,REP-DIV,6,0.740327406390733,0.117060679508275,0.465618880419396,159.34,0.81239428037405,1
hclust,euclidean,ward.D2,REP-EVE,6,0.694635588334622,0.0393442548208971,0.394141840482066,111.03,0.844968364410566,12
hclust,euclidean,ward.D2,REP-VAR,6,0.82834892690299,0.0584796869493626,0.47586176553739,180.19,0.705249960251872,5
hclust,euclidean,ward.D2,DIV-EVE,6,0.831648172056775,0.0745741135730198,0.418170372776188,111.94,0.85024129806903,7
hclust,euclidean,ward.D2,DIV-VAR,6,0.804960894436254,0.0608978100158593,0.333879080326599,111.1,0.914907055594152,10
hclust,euclidean,ward.D2,EVE-VAR,6,0.814317786586536,0.0605547848853271,0.340837147485611,82.36,0.77998755897104,17
hclust,euclidean,ward.D2,USG-POT,7,0.856382886287406,0.0544616627005845,0.403744702630478,111.3,0.682249459653473,10
hclust,euclidean,ward.D2,USG-REP,7,0.87545187823828,0.0758240168383659,0.428241309058074,164.78,0.76178749839872,10
hclust,euclidean,ward.D2,USG-DIV,7,0.793127517472152,0.0733100147246959,0.410814441681615,109.1,0.791240685269605,7
hclust,euclidean,ward.D2,USG-EVE,7,0.841974702094604,0.0650926807211595,0.311587245416801,77.09,0.856497880139929,14
hclust,euclidean,ward.D2,USG-VAR,7,0.853554527974367,0.0501471032455912,0.302272395268856,83.53,0.900960035109804,17
hclust,euclidean,ward.D2,POT-REP,7,0.703497170409208,0.148034505693751,0.412982233738374,127.72,0.781055052903343,1
hclust,euclidean,ward.D2,POT-DIV,7,0.744405103568097,0.0710796301277733,0.404635736998965,107.04,0.812077001606098,7
hclust,euclidean,ward.D2,POT-EVE,7,0.752112446567916,0.106542395827004,0.363684918580031,82.15,0.92022756565516,5
hclust,euclidean,ward.D2,POT-VAR,7,0.71786076718296,0.0922341808356538,0.365702704082098,87.08,0.951344277358484,11
hclust,euclidean,ward.D2,REP-DIV,7,0.740327406390733,0.0607925507109482,0.372250242208584,161.54,0.898039820674098,10
hclust,euclidean,ward.D2,REP-EVE,7,0.694635588334622,0.0582346798311195,0.412157162736959,132.7,0.690231911793064,12
hclust,euclidean,ward.D2,REP-VAR,7,0.82834892690299,0.0584796869493626,0.401437450160326,183.53,0.770874024653915,12
hclust,euclidean,ward.D2,DIV-EVE,7,0.831648172056775,0.0745741135730198,0.446356496318268,122.2,0.782815986357228,4
hclust,euclidean,ward.D2,DIV-VAR,7,0.804960894436254,0.0608978100158593,0.347979145423004,109.25,0.846393631558049,10
hclust,euclidean,ward.D2,EVE-VAR,7,0.814317786586536,0.0605547848853271,0.364448615121815,91.12,0.776232411591386,14
hclust,euclidean,ward.D2,USG-POT,8,0.856382886287406,0.0544616627005845,0.377679657334954,118.83,0.800087150552934,6
hclust,euclidean,ward.D2,USG-REP,8,0.87545187823828,0.0836219323571788,0.438041886581819,167.51,0.672474630582746,8
hclust,euclidean,ward.D2,USG-DIV,8,0.793127517472152,0.0733100147246959,0.410383858066229,112.33,0.80325000691308,2
hclust,euclidean,ward.D2,USG-EVE,8,0.841974702094604,0.0729926195466107,0.328503893326769,86.45,0.889174149834991,17
hclust,euclidean,ward.D2,USG-VAR,8,0.853554527974367,0.0604673833668212,0.314955403417762,88.06,0.800978271828737,16
hclust,euclidean,ward.D2,POT-REP,8,0.703497170409208,0.0838843615043166,0.409074439629222,133.36,0.80478021729238,6
hclust,euclidean,ward.D2,POT-DIV,8,0.744405103568097,0.0989651984896045,0.411629792168258,108.23,0.720952591462926,9
hclust,euclidean,ward.D2,POT-EVE,8,0.752112446567916,0.124405702106427,0.386460313574779,87.09,0.914261885392829,7
hclust,euclidean,ward.D2,POT-VAR,8,0.71786076718296,0.0922341808356538,0.379841600141849,85.46,0.923696553153545,13
