fun,metric,method,attributes,k,hopkins,dunn,silhouette,calinhara,davisbouldin,bad
kmeans,euclidean,ward.D2,USG-POT-REP-DIV,2,0.772334471716998,0.0353248364364822,0.27221600707796,38.81,1.59062041951741,4
kmeans,euclidean,ward.D2,USG-POT-REP-EVE,2,0.782644101500844,0.0525816273304963,0.346723637396634,29.18,1.57069992976241,4
kmeans,euclidean,ward.D2,USG-POT-REP-VAR,2,0.79031210832332,0.0647683988601341,0.314808613965128,39.42,1.69503710410586,11
kmeans,euclidean,ward.D2,USG-POT-DIV-EVE,2,0.781270749142413,0.0534463253627424,0.286253187974576,32.84,1.86086505558601,14
kmeans,euclidean,ward.D2,USG-POT-DIV-VAR,2,0.770323887475512,0.0571527067999882,0.320043495350371,49.45,1.49541062623703,2
kmeans,euclidean,ward.D2,USG-POT-EVE-VAR,2,0.775036948945469,0.114274075572978,0.25740845386405,34.82,1.77290402491119,2
kmeans,euclidean,ward.D2,USG-REP-DIV-EVE,2,0.820761276012846,0.0737835828519919,0.337082627013142,39.47,1.7214087725729,21
kmeans,euclidean,ward.D2,USG-REP-DIV-VAR,2,0.817479204679411,0.059509959168162,0.405471569441489,68.21,1.28548236149797,7
kmeans,euclidean,ward.D2,USG-REP-EVE-VAR,2,0.824815561318043,0.0575120677987412,0.339429910077518,39.85,1.70939777105793,16
kmeans,euclidean,ward.D2,USG-DIV-EVE-VAR,2,0.802682502746248,0.0770217777268509,0.361289760756162,50.51,1.50370829935357,6
kmeans,euclidean,ward.D2,POT-REP-DIV-EVE,2,0.759501987776106,0.104908822882877,0.31935020441633,40.77,1.65498902049295,10
kmeans,euclidean,ward.D2,POT-REP-DIV-VAR,2,0.753223116950508,0.0771569058739781,0.37354482786797,67.28,1.27856480831254,5
kmeans,euclidean,ward.D2,POT-REP-EVE-VAR,2,0.751845119060963,0.0887280173282019,0.330780928523253,39.96,1.64237829217598,11
kmeans,euclidean,ward.D2,POT-DIV-EVE-VAR,2,0.756657390337926,0.0778915248110008,0.324950425924076,48.56,1.51375670993727,6
kmeans,euclidean,ward.D2,REP-DIV-EVE-VAR,2,0.785878323369919,0.0852000787950966,0.393299666708379,66.84,1.32216357302433,13
kmeans,euclidean,ward.D2,USG-POT-REP-DIV,3,0.772334471716998,0.0665319568742149,0.350431730410424,50.6,1.17367458566288,4
kmeans,euclidean,ward.D2,USG-POT-REP-EVE,3,0.782644101500844,0.0878140064389773,0.298169957761105,36.48,1.38655601796539,5
kmeans,euclidean,ward.D2,USG-POT-REP-VAR,3,0.79031210832332,0.0834848093338197,0.337736091202779,48.24,1.24558639683641,4
kmeans,euclidean,ward.D2,USG-POT-DIV-EVE,3,0.781270749142413,0.0830780331101334,0.26339523476933,36.93,1.48348582846705,6
kmeans,euclidean,ward.D2,USG-POT-DIV-VAR,3,0.770323887475512,0.0699619060241606,0.312484711023813,49.54,1.23096686590886,5
kmeans,euclidean,ward.D2,USG-POT-EVE-VAR,3,0.775036948945469,0.094075174171794,0.245127159231742,30.2,1.51430558719289,6
kmeans,euclidean,ward.D2,USG-REP-DIV-EVE,3,0.820761276012846,0.101941886549934,0.349664284486734,38.54,1.29657868032153,14
kmeans,euclidean,ward.D2,USG-REP-DIV-VAR,3,0.817479204679411,0.087023923846996,0.399603246880343,60.17,1.06608335671145,6
kmeans,euclidean,ward.D2,USG-REP-EVE-VAR,3,0.824815561318043,0.0482472684907086,0.376259625953183,41.36,1.2558962763471,7
kmeans,euclidean,ward.D2,USG-DIV-EVE-VAR,3,0.802682502746248,0.0970688943397295,0.371988818121031,43.38,1.22556473977138,3
kmeans,euclidean,ward.D2,POT-REP-DIV-EVE,3,0.759501987776106,0.0807660575948614,0.27347185590645,43.73,1.3993129503015,7
kmeans,euclidean,ward.D2,POT-REP-DIV-VAR,3,0.753223116950508,0.073384037750373,0.293897969404238,58,1.26674682533905,11
kmeans,euclidean,ward.D2,POT-REP-EVE-VAR,3,0.751845119060963,0.0796576861532708,0.263626172439478,41.16,1.42502040735139,15
kmeans,euclidean,ward.D2,POT-DIV-EVE-VAR,3,0.756657390337926,0.064909260521846,0.2629610328367,43.47,1.32526182017714,11
kmeans,euclidean,ward.D2,REP-DIV-EVE-VAR,3,0.785878323369919,0.0464850473095965,0.315534025092438,54.87,1.40365473238745,9
kmeans,euclidean,ward.D2,USG-POT-REP-DIV,4,0.772334471716998,0.109268468977235,0.324670481105838,52.05,1.08131528066501,2
kmeans,euclidean,ward.D2,USG-POT-REP-EVE,4,0.782644101500844,0.0634962837918738,0.291602564950853,38.76,1.23754295211315,3
kmeans,euclidean,ward.D2,USG-POT-REP-VAR,4,0.79031210832332,0.0905273630499176,0.322481492825199,50.66,1.12415273468233,3
kmeans,euclidean,ward.D2,USG-POT-DIV-EVE,4,0.781270749142413,0.0929468706715785,0.265685684198486,36.56,1.24751396000385,3
kmeans,euclidean,ward.D2,USG-POT-DIV-VAR,4,0.770323887475512,0.0768364306677833,0.315111049236141,50.39,1.12873857092995,4
kmeans,euclidean,ward.D2,USG-POT-EVE-VAR,4,0.775036948945469,0.0938965179165357,0.282464235244016,36.26,1.25766251955049,7
kmeans,euclidean,ward.D2,USG-REP-DIV-EVE,4,0.820761276012846,0.0587527360291999,0.386572479316727,48.54,1.01333110136072,1
kmeans,euclidean,ward.D2,USG-REP-DIV-VAR,4,0.817479204679411,0.0645069675761146,0.3276772017949,62.59,1.12064706462546,4
kmeans,euclidean,ward.D2,USG-REP-EVE-VAR,4,0.824815561318043,0.0674479494163489,0.29673612717966,41.37,1.28719929010054,10
kmeans,euclidean,ward.D2,USG-DIV-EVE-VAR,4,0.802682502746248,0.120796653795848,0.392099195903305,51.17,1.03765048339171,2
kmeans,euclidean,ward.D2,POT-REP-DIV-EVE,4,0.759501987776106,0.0951302270865807,0.315539416515194,50.31,1.1730286556505,4
kmeans,euclidean,ward.D2,POT-REP-DIV-VAR,4,0.753223116950508,0.0525485840178946,0.325440195562641,62.47,1.16018309536222,3
kmeans,euclidean,ward.D2,POT-REP-EVE-VAR,4,0.751845119060963,0.0700315200882433,0.280005751351304,39.27,1.45312971592613,13
kmeans,euclidean,ward.D2,POT-DIV-EVE-VAR,4,0.756657390337926,0.0675953441272561,0.274707923090903,37.96,1.28530165355398,9
kmeans,euclidean,ward.D2,REP-DIV-EVE-VAR,4,0.785878323369919,0.048073969693356,0.277713110143233,52.15,1.30984835550953,2
kmeans,euclidean,ward.D2,USG-POT-REP-DIV,5,0.772334471716998,0.0748201849905953,0.30316959010407,49.93,1.04277803722826,5
kmeans,euclidean,ward.D2,USG-POT-REP-EVE,5,0.782644101500844,0.0751889850972251,0.285135933122601,42.95,1.10416820970986,8
kmeans,euclidean,ward.D2,USG-POT-REP-VAR,5,0.79031210832332,0.0817484527700879,0.325005782735829,54.01,1.11213477788731,3
kmeans,euclidean,ward.D2,USG-POT-DIV-EVE,5,0.781270749142413,0.0403644140263135,0.253711982346895,34.33,1.24349500643571,16
kmeans,euclidean,ward.D2,USG-POT-DIV-VAR,5,0.770323887475512,0.0768364306677833,0.276395018912959,42.7,1.35748449524576,5
kmeans,euclidean,ward.D2,USG-POT-EVE-VAR,5,0.775036948945469,0.0938965179165357,0.240566918292864,30.98,1.41601341664309,9
kmeans,euclidean,ward.D2,USG-REP-DIV-EVE,5,0.820761276012846,0.0758278930733671,0.292638357757059,48.49,1.15733584253269,6
kmeans,euclidean,ward.D2,USG-REP-DIV-VAR,5,0.817479204679411,0.0696300105211465,0.285123613408242,61.44,1.05616242417526,3
kmeans,euclidean,ward.D2,USG-REP-EVE-VAR,5,0.824815561318043,0.0695571860064754,0.278195003655808,43.5,1.18132626964016,7
kmeans,euclidean,ward.D2,USG-DIV-EVE-VAR,5,0.802682502746248,0.0884825688344701,0.252996298372258,47.24,1.24538492033567,3
kmeans,euclidean,ward.D2,POT-REP-DIV-EVE,5,0.759501987776106,0.042603643293586,0.257830240612027,35.17,1.33927150695678,5
kmeans,euclidean,ward.D2,POT-REP-DIV-VAR,5,0.753223116950508,0.119663675473608,0.311947187744958,55.96,1.20870239177597,10
kmeans,euclidean,ward.D2,POT-REP-EVE-VAR,5,0.751845119060963,0.0926529011141623,0.308660262759634,42.48,1.19856720374784,9
kmeans,euclidean,ward.D2,POT-DIV-EVE-VAR,5,0.756657390337926,0.0724409544102289,0.324225558796064,47.76,1.05602105588499,2
kmeans,euclidean,ward.D2,REP-DIV-EVE-VAR,5,0.785878323369919,0.0576398968230911,0.280710253842943,53.9,1.20082453024322,10
kmeans,euclidean,ward.D2,USG-POT-REP-DIV,6,0.772334471716998,0.0748201849905953,0.345111524665508,57.97,0.987571661642714,3
kmeans,euclidean,ward.D2,USG-POT-REP-EVE,6,0.782644101500844,0.0751889850972251,0.272220285062135,39.53,1.2153103118467,7
kmeans,euclidean,ward.D2,USG-POT-REP-VAR,6,0.79031210832332,0.0747513393358156,0.242222616620738,47.53,1.24840773313129,11
kmeans,euclidean,ward.D2,USG-POT-DIV-EVE,6,0.781270749142413,0.082595493537059,0.317955290456379,43.87,1.06643809984844,3
kmeans,euclidean,ward.D2,USG-POT-DIV-VAR,6,0.770323887475512,0.0942535491836624,0.296117521509072,45.33,1.19043983094337,7
kmeans,euclidean,ward.D2,USG-POT-EVE-VAR,6,0.775036948945469,0.0777075832023321,0.297786342846909,38.67,1.12220307789083,3
kmeans,euclidean,ward.D2,USG-REP-DIV-EVE,6,0.820761276012846,0.111736758246279,0.303323671792037,49.41,0.996858297667161,5
kmeans,euclidean,ward.D2,USG-REP-DIV-VAR,6,0.817479204679411,0.0706240842441664,0.278126595219368,60.93,1.10596911364181,6
kmeans,euclidean,ward.D2,USG-REP-EVE-VAR,6,0.824815561318043,0.0903684263672723,0.26061476855539,42.65,1.14480456361184,4
kmeans,euclidean,ward.D2,USG-DIV-EVE-VAR,6,0.802682502746248,0.0901939639296756,0.261984897724939,45.62,1.26049779061284,4
kmeans,euclidean,ward.D2,POT-REP-DIV-EVE,6,0.759501987776106,0.0734864945992045,0.263195299721458,34.42,1.26101279547612,5
kmeans,euclidean,ward.D2,POT-REP-DIV-VAR,6,0.753223116950508,0.100395143844177,0.30694573507495,50.5,1.19503542758976,11
kmeans,euclidean,ward.D2,POT-REP-EVE-VAR,6,0.751845119060963,0.0975302659511424,0.28778988542082,38.5,1.21172958983703,11
kmeans,euclidean,ward.D2,POT-DIV-EVE-VAR,6,0.756657390337926,0.111949080016605,0.326582862482802,44.35,1.10873690551449,1
kmeans,euclidean,ward.D2,REP-DIV-EVE-VAR,6,0.785878323369919,0.0792699412993321,0.306792065380159,56.1,1.15115152891508,6
kmeans,euclidean,ward.D2,USG-POT-REP-DIV,7,0.772334471716998,0.0822620434674914,0.318981966176633,52.43,1.13457478215359,6
kmeans,euclidean,ward.D2,USG-POT-REP-EVE,7,0.782644101500844,0.0504230263061639,0.244740232389318,41.4,1.21626522570171,6
kmeans,euclidean,ward.D2,USG-POT-REP-VAR,7,0.79031210832332,0.0772743800070726,0.261655759848032,48.06,1.25604224266634,9
kmeans,euclidean,ward.D2,USG-POT-DIV-EVE,7,0.781270749142413,0.082595493537059,0.287097732547171,39.97,1.16035580202199,6
kmeans,euclidean,ward.D2,USG-POT-DIV-VAR,7,0.770323887475512,0.0592007692211328,0.194513781034582,35.54,1.52815441613789,10
kmeans,euclidean,ward.D2,USG-POT-EVE-VAR,7,0.775036948945469,0.0751479962989805,0.289266008123511,36.04,1.19033563573758,5
kmeans,euclidean,ward.D2,USG-REP-DIV-EVE,7,0.820761276012846,0.0370127142760564,0.245263667064867,46.16,1.09919955087423,9
kmeans,euclidean,ward.D2,USG-REP-DIV-VAR,7,0.817479204679411,0.0727352525664905,0.291679899759203,59.9,1.05066943231208,3
kmeans,euclidean,ward.D2,USG-REP-EVE-VAR,7,0.824815561318043,0.0848009581749434,0.272341720037961,43.11,1.06032052730812,3
kmeans,euclidean,ward.D2,USG-DIV-EVE-VAR,7,0.802682502746248,0.0813697224664019,0.245530668495307,41.29,1.27868468528129,8
kmeans,euclidean,ward.D2,POT-REP-DIV-EVE,7,0.759501987776106,0.0955750238635771,0.299176975149774,41.85,1.11285602574943,7
kmeans,euclidean,ward.D2,POT-REP-DIV-VAR,7,0.753223116950508,0.0766705157867208,0.31185993890652,49.69,1.11280435653183,3
kmeans,euclidean,ward.D2,POT-REP-EVE-VAR,7,0.751845119060963,0.092195393096304,0.267897295830913,39.22,1.25111709255677,10
kmeans,euclidean,ward.D2,POT-DIV-EVE-VAR,7,0.756657390337926,0.095479908785384,0.292549126159515,43.12,1.18343604535106,5
kmeans,euclidean,ward.D2,REP-DIV-EVE-VAR,7,0.785878323369919,0.0482065759121746,0.24943344825707,47.53,1.23627089661458,9
kmeans,euclidean,ward.D2,USG-POT-REP-DIV,8,0.772334471716998,0.0835002680751588,0.306397201932658,48.43,1.08283720580323,2
kmeans,euclidean,ward.D2,USG-POT-REP-EVE,8,0.782644101500844,0.0504230263061639,0.255109903063811,40.81,1.17603114005639,10
kmeans,euclidean,ward.D2,USG-POT-REP-VAR,8,0.79031210832332,0.0772743800070726,0.277418101335771,48.78,1.18723933113148,11
kmeans,euclidean,ward.D2,USG-POT-DIV-EVE,8,0.781270749142413,0.084709076055568,0.301341035827125,41.28,1.0415506699779,3
kmeans,euclidean,ward.D2,USG-POT-DIV-VAR,8,0.770323887475512,0.076693477842182,0.27413452120421,41.32,1.21122697670591,9
kmeans,euclidean,ward.D2,USG-POT-EVE-VAR,8,0.775036948945469,0.0777075832023321,0.25173859272918,34.88,1.05998247401599,8
kmeans,euclidean,ward.D2,USG-REP-DIV-EVE,8,0.820761276012846,0.0382334195681634,0.243763404828387,44.36,1.09917475977346,9
