ID,METER,FP1P,FP1S,FP2P,FP2S,FP3P,FP3S,FP4P,FP4S,SP1P,SP1S,SP2P,SP2S,SP3P,SP3S,SP4P,SP4S
37180,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
37181,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
37183,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
37184,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
37225,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
37226,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
37228,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
37229,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
37234,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
37235,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
37237,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
37238,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
37252,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
37253,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
37255,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
37256,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
37261,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
37262,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
37264,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
37265,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
37387,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
37388,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
37390,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
37391,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
37396,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
37397,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
37399,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
37400,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
37414,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
37415,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
37417,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
37418,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
37423,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
37424,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
37426,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
37427,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilo,LSS,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
37468,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
37469,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
37471,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
37472,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
37477,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
37478,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
37480,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
37481,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
37495,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
37496,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
37498,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
37499,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
37504,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
37505,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
37507,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
37508,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilo,SSS,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
37630,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
37631,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
37633,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
37634,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
37639,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
37640,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
37642,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
37643,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
37657,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
37658,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
37660,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
37661,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
37666,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
37667,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
37669,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
37670,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
37711,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
37712,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
37714,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
37715,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
37720,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
37721,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
37723,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
37724,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
37738,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
37739,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
37741,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
37742,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
37747,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
37748,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
37750,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
37751,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
37873,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
37874,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
37876,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
37877,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
37882,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
37883,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
37885,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
37886,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
37900,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
37901,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
37903,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
37904,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
37909,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
37910,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
37912,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
37913,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilo,LSS,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
37954,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
37955,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
37957,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
37958,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
37963,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
37964,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
37966,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
37967,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
37981,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
37982,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
37984,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
37985,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
37990,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
37991,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
37993,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
37994,motadaarak_complete,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilo,SSS,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
38602,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
38603,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
38605,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
38606,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
38611,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
38612,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
38614,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
38615,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
38629,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
38630,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
38632,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
38633,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
38638,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
38639,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
38641,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
38642,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL,faa'ilon,LSL
38683,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL
38684,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL
38686,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL
38687,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL
38692,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,fa'ilon,SSL
38693,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL
38695,motadaarak_complete,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,fa'ilon,SSL,faa'ilon,LSL,faa'ilon,LSL,fa'ilon,SSL
