ID,METER,FP1P,FP1S,FP2P,FP2S,FP3P,FP3S,FP4P,FP4S,SP1P,SP1S,SP2P,SP2S,SP3P,SP3S,SP4P,SP4S
5404,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilo,SSS,mofta'ilon,LSSL,faa'ilon,LSL,mofta'ilon,LSSL,fi'lon,LL
5405,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilo,SSS,mofta'ilon,LSSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL
5406,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilo,SSS,mofta'ilon,LSSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL
5407,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilo,SSS,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fi'lon,LL
5408,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilo,SSS,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL
5409,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilo,SSS,mafaa'ilon,SLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL
5410,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilo,SSS,mostaf'ilon,LLSL,faa'ilon,LSL,mofta'ilon,LSSL,fi'lon,LL
5411,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilo,SSS,mostaf'ilon,LLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL
5412,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilo,SSS,mostaf'ilon,LLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL
5413,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilo,SSS,mofta'ilon,LSSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilon,SSL
5414,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilo,SSS,mofta'ilon,LSSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL
5415,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilo,SSS,mofta'ilon,LSSL,faa'ilon,LSL,mostaf'ilon,LLSL,fa'ilon,SSL
5416,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilo,SSS,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilon,SSL
5422,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mofta'ilon,LSSL,fa'ilon,SSL,mofta'ilon,LSSL,fi'lon,LL
5423,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mofta'ilon,LSSL,fa'ilon,SSL,mafaa'ilon,SLSL,fi'lon,LL
5424,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mofta'ilon,LSSL,fa'ilon,SSL,mostaf'ilon,LLSL,fi'lon,LL
5425,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,fi'lon,LL
5426,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fi'lon,LL
5427,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fi'lon,LL
5428,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mostaf'ilon,LLSL,fa'ilon,SSL,mofta'ilon,LSSL,fi'lon,LL
5429,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mostaf'ilon,LLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fi'lon,LL
5430,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mostaf'ilon,LLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fi'lon,LL
5440,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mofta'ilon,LSSL,faa'ilon,LSL,mofta'ilon,LSSL,fi'lon,LL
5441,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mofta'ilon,LSSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL
5442,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mofta'ilon,LSSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL
5443,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fi'lon,LL
5444,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL
5445,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mafaa'ilon,SLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL
5446,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mostaf'ilon,LLSL,faa'ilon,LSL,mofta'ilon,LSSL,fi'lon,LL
5447,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mostaf'ilon,LLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL
5448,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL,mostaf'ilon,LLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL
5453,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL
5454,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fa'ilon,SSL
5455,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilon,SSL
5456,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL
5457,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fa'ilon,SSL
5458,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,fa'ilon,SSL,mofta'ilon,LSSL,fi'lon,LL
5459,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,fa'ilon,SSL,mafaa'ilon,SLSL,fi'lon,LL
5460,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,fa'ilon,SSL,mostaf'ilon,LLSL,fi'lon,LL
5461,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,fi'lon,LL
5462,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fi'lon,LL
5463,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fi'lon,LL
5464,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fa'ilon,SSL,mofta'ilon,LSSL,fi'lon,LL
5465,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fi'lon,LL
5466,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fi'lon,LL
5467,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,fa'ilon,SSL,mofta'ilon,LSSL,fa'ilon,SSL
5468,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,fa'ilon,SSL,mafaa'ilon,SLSL,fa'ilon,SSL
5469,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,fa'ilon,SSL,mostaf'ilon,LLSL,fa'ilon,SSL
5470,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,fa'ilon,SSL
5471,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fa'ilon,SSL
5472,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fa'ilon,SSL
5473,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fa'ilon,SSL,mofta'ilon,LSSL,fa'ilon,SSL
5474,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fa'ilon,SSL
5475,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fa'ilon,SSL
5476,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,faa'ilon,LSL,mofta'ilon,LSSL,fi'lon,LL
5477,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL
5478,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL
5479,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fi'lon,LL
5480,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL
5481,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL
5482,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,faa'ilon,LSL,mofta'ilon,LSSL,fi'lon,LL
5483,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL
5484,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL
5485,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilon,SSL
5486,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL
5487,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,faa'ilon,LSL,mostaf'ilon,LLSL,fa'ilon,SSL
5488,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilon,SSL
5494,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mofta'ilon,LSSL,fa'ilon,SSL,mofta'ilon,LSSL,fi'lon,LL
5495,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mofta'ilon,LSSL,fa'ilon,SSL,mafaa'ilon,SLSL,fi'lon,LL
5496,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mofta'ilon,LSSL,fa'ilon,SSL,mostaf'ilon,LLSL,fi'lon,LL
5497,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,fi'lon,LL
5498,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fi'lon,LL
5499,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fi'lon,LL
5500,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mostaf'ilon,LLSL,fa'ilon,SSL,mofta'ilon,LSSL,fi'lon,LL
5501,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mostaf'ilon,LLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fi'lon,LL
5502,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mostaf'ilon,LLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fi'lon,LL
5512,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mofta'ilon,LSSL,faa'ilon,LSL,mofta'ilon,LSSL,fi'lon,LL
5513,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mofta'ilon,LSSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL
5514,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mofta'ilon,LSSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL
5515,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fi'lon,LL
5516,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL
5517,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mafaa'ilon,SLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL
5518,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mostaf'ilon,LLSL,faa'ilon,LSL,mofta'ilon,LSSL,fi'lon,LL
5519,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mostaf'ilon,LLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL
5520,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lo,LS,mostaf'ilon,LLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL
5525,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL
5526,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mafaa'ilon,SLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fa'ilon,SSL
5527,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mostaf'ilon,LLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilon,SSL
5528,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mostaf'ilon,LLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL
5529,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mostaf'ilon,LLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fa'ilon,SSL
5530,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mofta'ilon,LSSL,fa'ilon,SSL,mofta'ilon,LSSL,fi'lon,LL
5531,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mofta'ilon,LSSL,fa'ilon,SSL,mafaa'ilon,SLSL,fi'lon,LL
5532,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mofta'ilon,LSSL,fa'ilon,SSL,mostaf'ilon,LLSL,fi'lon,LL
5533,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,fi'lon,LL
5534,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fi'lon,LL
5535,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fi'lon,LL
5536,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mostaf'ilon,LLSL,fa'ilon,SSL,mofta'ilon,LSSL,fi'lon,LL
5537,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mostaf'ilon,LLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fi'lon,LL
5538,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mostaf'ilon,LLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fi'lon,LL
5539,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mofta'ilon,LSSL,fa'ilon,SSL,mofta'ilon,LSSL,fa'ilon,SSL
5540,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mofta'ilon,LSSL,fa'ilon,SSL,mafaa'ilon,SLSL,fa'ilon,SSL
5541,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mofta'ilon,LSSL,fa'ilon,SSL,mostaf'ilon,LLSL,fa'ilon,SSL
5542,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,fa'ilon,SSL
5543,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fa'ilon,SSL
5544,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fa'ilon,SSL
5545,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mostaf'ilon,LLSL,fa'ilon,SSL,mofta'ilon,LSSL,fa'ilon,SSL
5546,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mostaf'ilon,LLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fa'ilon,SSL
5547,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mostaf'ilon,LLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fa'ilon,SSL
5548,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mofta'ilon,LSSL,faa'ilon,LSL,mofta'ilon,LSSL,fi'lon,LL
5549,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mofta'ilon,LSSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL
5550,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mofta'ilon,LSSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL
5551,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fi'lon,LL
5552,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL
5553,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mafaa'ilon,SLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL
5554,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mostaf'ilon,LLSL,faa'ilon,LSL,mofta'ilon,LSSL,fi'lon,LL
5555,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mostaf'ilon,LLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fi'lon,LL
5556,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mostaf'ilon,LLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL
5557,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mofta'ilon,LSSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilon,SSL
5558,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mofta'ilon,LSSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilon,SSL
5559,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mofta'ilon,LSSL,faa'ilon,LSL,mostaf'ilon,LLSL,fa'ilon,SSL
5560,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mafaa'ilon,SLSL,fa'ilo,SSS,mafaa'ilon,SLSL,faa'ilon,LSL,mofta'ilon,LSSL,fa'ilon,SSL
5566,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL,mofta'ilon,LSSL,fa'ilon,SSL,mofta'ilon,LSSL,fi'lon,LL
5567,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL,mofta'ilon,LSSL,fa'ilon,SSL,mafaa'ilon,SLSL,fi'lon,LL
5568,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL,mofta'ilon,LSSL,fa'ilon,SSL,mostaf'ilon,LLSL,fi'lon,LL
5569,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL,mafaa'ilon,SLSL,fa'ilon,SSL,mofta'ilon,LSSL,fi'lon,LL
5570,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL,mafaa'ilon,SLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fi'lon,LL
5571,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL,mafaa'ilon,SLSL,fa'ilon,SSL,mostaf'ilon,LLSL,fi'lon,LL
5572,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL,mostaf'ilon,LLSL,fa'ilon,SSL,mofta'ilon,LSSL,fi'lon,LL
5573,bassit_complete,mafaa'ilon,SLSL,faa'ilon,LSL,mostaf'ilon,LLSL,fi'lon,LL,mostaf'ilon,LLSL,fa'ilon,SSL,mafaa'ilon,SLSL,fi'lon,LL
